Título,Canal,Inscritos,Duração,Link,Tema,Formato,Data,Visualizações
Por que alguns dias NÃO tem 24 horas? | Minuto da Física,Minuto da Física,117000,278,https://www.youtube.com/watch?v=5WULzHol9Qg,Física,Draw,81,25082
Como construir um fosso de lava! (com xkcd) | Minuto da Física,Minuto da Física,117000,306,https://www.youtube.com/watch?v=k_ZrFAK52is,Física,Draw,88,31655
Qual foi o maior ERRO de EINSTEIN? | Minuto da Física,Minuto da Física,117000,467,https://www.youtube.com/watch?v=MORwTy5EapY,Física,Draw,109,36834
Como é possível o Algoritmo de Shor fatorizar 314191? | Minuto da Física,Minuto da Física,117000,388,https://www.youtube.com/watch?v=9PgFqnOCscA,Física,Draw,116,8217
Como computadores quânticos quebram a criptografia (Algoritmo de Shor Explicado),Minuto da Física,117000,1198,https://www.youtube.com/watch?v=jA2FxG95iU8,Física,Draw,150,48236
Por que as latas de ar comprimido ficam TÃO frias? | Minuto da Física,Minuto da Física,117000,376,https://www.youtube.com/watch?v=U14Cr9z4hN0,Física,Draw,163,32887
Por que o céu não é roxo? | Minuto da Física,Minuto da Física,117000,211,https://www.youtube.com/watch?v=UvyLPkh2oBs,Física,Draw,170,18893
Por que é importante ser curioso? | Minuto da Física,Minuto da Física,117000,227,https://www.youtube.com/watch?v=ydTdRHM2j_8,Física,Draw,177,10888
Como Se TELETRANSPORTAR com a ajuda de ALIENS! | Minuto da Física,Minuto da Física,117000,229,https://www.youtube.com/watch?v=lVBCI78ksVo,Física,Draw,217,10405
A difícil vida do macho entre as hienas | Minuto da Terra,Minuto da Terra,358000,170,https://www.youtube.com/watch?v=Wixa0uwPT7Q,Biologia,Draw,868,1800056
Como os urubus comem carne podre e não adoecem? | Minuto da Terra,Minuto da Terra,358000,135,https://www.youtube.com/watch?v=o2YB_nH6KZs,Biologia,Draw,1274,1456075
Por que alguns animais comem seus filhotes? | Minuto da Terra,Minuto da Terra,358000,141,https://www.youtube.com/watch?v=gWvXNEi-c6k,Biologia,Draw,1144,1242413
Por que as hienas fêmeas têm pênis? | Minuto da Terra,Minuto da Terra,358000,202,https://www.youtube.com/watch?v=PQJdo2Y65ps,Biologia,Draw,799,1150393
Bebês fazem cocô e xixi na barriga da mãe? | Minuto da Terra,Minuto da Terra,358000,133,https://www.youtube.com/watch?v=fq_SdkC9EMc,Biologia,Draw,1508,1108836
Por que o Tiranossauro Rex tinha braços tão pequenos? | Minuto da Terra,Minuto da Terra,358000,167,https://www.youtube.com/watch?v=eeN0jgfHM-w,Biologia,Draw,1012,987083
Por que mulas não conseguem ter filhotes? | Minuto da Terra,Minuto da Terra,358000,150,https://www.youtube.com/watch?v=TQlYHUhCWSc,Biologia,Draw,1179,909974
Machos vs. fêmeas: a guerra dos sexos | Minuto da Terra,Minuto da Terra,358000,175,https://www.youtube.com/watch?v=7sjs7G_Cu2U,Biologia,Draw,1239,887774
A terrível invasão da Formiga-louca Amarela! | Minuto da Terra,Minuto da Terra,358000,237,https://www.youtube.com/watch?v=KP6XcKtvgAY,Biologia,Draw,1370,680226
Pra onde os pássaros vão entre o outono e a primavera? | Minuto da Terra,Minuto da Terra,358000,194,https://www.youtube.com/watch?v=I9vuJ4uRuuc,Biologia,Draw,1419,658345
A história do nosso planeta | Minuto da Terra,Minuto da Terra,358000,162,https://www.youtube.com/watch?v=eK2IO1h-fl4,Biologia,Draw,2318,151523
Por que as folhas são verdes? (Parte 1) | Minuto da Terra,Minuto da Terra,358000,166,https://www.youtube.com/watch?v=_3XYPMvO6Ng,Biologia,Draw,2256,88752
Por que as folhas são verdes? (Parte 2) | Minuto da Terra,Minuto da Terra,358000,172,https://www.youtube.com/watch?v=chxcTDiTBNM,Biologia,Draw,2245,54298
Quão altas as montanhas podem ser? | Minuto da Terra,Minuto da Terra,358000,144,https://www.youtube.com/watch?v=ZCjx5EWGRD0,Biologia,Draw,2242,125169
Por que a Terra tem desertos? | Minuto da Terra,Minuto da Terra,358000,176,https://www.youtube.com/watch?v=QSJffqcTflw,Biologia,Draw,2220,95553
Percevejos. Sério?! | Minuto da Terra,Minuto da Terra,358000,161,https://www.youtube.com/watch?v=tdxFYwmVcLg,Biologia,Draw,2138,83144
A história da comida congelada | Minuto da Terra,Minuto da Terra,358000,143,https://www.youtube.com/watch?v=1_b4aI07VNE,Biologia,Draw,1551,111892
Como o FRIO pode QUEIMAR? | Minuto da Terra,Minuto da Terra,358000,110,https://www.youtube.com/watch?v=gETun1rMVYo,Biologia,Draw,1545,51172
400 Partes por Milhão: O Maior Experimento do Mundo! | Minuto da Terra,Minuto da Terra,358000,125,https://www.youtube.com/watch?v=TQ7g4mgAbdY,Biologia,Draw,1536,35551
Nossa atmosfera está escapando! | Minuto da Terra,Minuto da Terra,358000,143,https://www.youtube.com/watch?v=xENITDPjcPk,Biologia,Draw,1529,65138
Esse sistema de esgoto secreto está mudando o mundo! | Minuto da Terra,Minuto da Terra,358000,265,https://www.youtube.com/watch?v=L-Af0Tuzf0k,Biologia,Draw,67,79059
Por que é TÃO difícil praticar exercício físico? | Minuto da Terra,Minuto da Terra,358000,252,https://www.youtube.com/watch?v=Oy7Gysm58Ek,Biologia,Draw,81,84656
Esse sistema de esgoto secreto está mudando o mundo! | Minuto da Terra,Minuto da Terra,358000,243,https://www.youtube.com/watch?v=HiQWypgZQjI,Biologia,Draw,88,96046
Por que nos comportamos como animais na internet? | Minuto da Terra,Minuto da Terra,358000,260,https://www.youtube.com/watch?v=K0kFNO6KDkg,Biologia,Draw,108,64140
Por que observar bactérias com SATÉLITES é TÃO importante? | Minuto da Terra,Minuto da Terra,358000,289,https://www.youtube.com/watch?v=JG1y7QWwagQ,Biologia,Draw,122,77229
A bactéria que deu origem a vida voltou para nos matar! | Minuto da Terra,Minuto da Terra,358000,248,https://www.youtube.com/watch?v=0g9tV2XHVi0,Biologia,Draw,129,131475
A grande ironia por trás do ar condicionado! | Minuto da Terra,Minuto da Terra,358000,272,https://www.youtube.com/watch?v=vFemy0UYY7E,Biologia,Draw,143,121606
Por que abandonar ALGUNS dos seus sonhos é algo BOM? | Minuto da Terra,Minuto da Terra,358000,196,https://www.youtube.com/watch?v=GSei-cM2Kto,Biologia,Draw,149,46566
O que fazer quando seu filho não quer ir pra escola? | Minuto da Terra,Minuto da Terra,358000,213,https://www.youtube.com/watch?v=IWDrQhiBGM4,Biologia,Draw,156,67733
Quão inteligente é a inteligência artificial? | Minuto da Terra,Minuto da Terra,358000,269,https://www.youtube.com/watch?v=sVzsrGM7GiY,Biologia,Draw,163,108882
Como compreender a 4ª DIMENSÃO espacial? | Ponto em Comum 133,Ponto em Comum,241000,773,https://www.youtube.com/watch?v=PrPyGs0Hrmo,Física,Vlog,543,456568
O fim acidental do MAIS VELHO organismo do mundo,Ponto em Comum,241000,1178,https://www.youtube.com/watch?v=fcNO61CVTzg,Biologia,Vlog,145,424596
Estalar as Juntas Faz Mal? | Ep. 40,Ponto em Comum,241000,382,https://www.youtube.com/watch?v=fPbCkgSQp5w,Biologia,Vlog,1187,344930
CACHORROS NÃO EXISTEM,Ponto em Comum,241000,1145,https://www.youtube.com/watch?v=MPOF218tbGw,Biologia,Vlog,97,285590
Por que BANANAS vão DESAPARECER?,Ponto em Comum,241000,901,https://www.youtube.com/watch?v=5lUUMO2cv6c,Biologia,Vlog,199,283421
"""Yanny ou Laurel"" é uma ilusão sonora? A Ciência Explica!",Ponto em Comum,241000,148,https://www.youtube.com/watch?v=nzxDtcxGDD8,Biologia,Vlog,584,274611
Como a Energia Nuclear Funciona? | Ep. 45,Ponto em Comum,241000,451,https://www.youtube.com/watch?v=T6uOxjQbjEc,Física,Vlog,1152,227646
o FOGO na GRAVIDADE ZERO: o que acontece?,Ponto em Comum,241000,745,https://www.youtube.com/watch?v=gBlHuSZzaSg,Física,Vlog,193,181793
Desbloquear sua força sobre humana com a mente é possível? | Ep. 103,Ponto em Comum,241000,494,https://www.youtube.com/watch?v=MEg7pwR41us,Biologia,Vlog,751,175384
De Quão Alto Podemos Cair e Sobreviver? | Ep. 37,Ponto em Comum,241000,417,https://www.youtube.com/watch?v=jSnXF8qw7bA,Biologia,Vlog,1207,159892
Podemos Viver para Sempre? | Ep. Piloto,Ponto em Comum,241000,421,https://www.youtube.com/watch?v=ootnaYcHYhU,Biologia,Vlog,1545,27088
Por Que Não Devemos Colocar Metais no Micro-ondas? | Ep. 20,Ponto em Comum,241000,281,https://www.youtube.com/watch?v=-5ZdZBqvIgg,Física,Vlog,1324,123043
Como Energia Solar é Convertida em Eletricidade? | Ep. 29,Ponto em Comum,241000,379,https://www.youtube.com/watch?v=TCQhdAHOSIk,Física,Vlog,1262,156314
Como Ar Condicionados Funcionam? | Ep. 41,Ponto em Comum,241000,399,https://www.youtube.com/watch?v=IlZpbrcSDuY,Física,Vlog,1180,157023
Como o Grafeno Vai Mudar a Sua Vida? | Ep. 46,Ponto em Comum,241000,461,https://www.youtube.com/watch?v=7hrjdZCYgTE,Química,Vlog,1145,116587
Como Golfinhos Dormem Sem se Afogar? | Ep. 47,Ponto em Comum,241000,413,https://www.youtube.com/watch?v=vKLFpzKKmcg,Biologia,Vlog,1139,132161
O Que o Estresse Causa no Seu Cérebro? (Feat. André Rabelo) | Ep. 49,Ponto em Comum,241000,442,https://www.youtube.com/watch?v=MV-rwpOr_eA,Biologia,Vlog,1125,104422
O Que E=mc² Significa? | Ep. 54,Ponto em Comum,241000,411,https://www.youtube.com/watch?v=FRX63cCdFeU,Física,Vlog,1090,158829
Por Que Gatos São Tão Estranhos? | Ep. 72,Ponto em Comum,241000,519,https://www.youtube.com/watch?v=vG0zx2WgGkA,Biologia,Vlog,964,104546
Por Que Não Curamos o Câncer Ainda? | Ep. 73,Ponto em Comum,241000,475,https://www.youtube.com/watch?v=bnpBgfHujd8,Biologia,Vlog,957,124290
VOCÊ é um PEIXE,Ponto em Comum,241000,792,https://www.youtube.com/watch?v=BdWeOsAWqz8,Biologia,Vlog,42,74503
1 DIA na terra dura 50 HORAS,Ponto em Comum,241000,884,https://www.youtube.com/watch?v=HBWCwC_kWGo,Física,Vlog,49,151211
por que PISCINAS estão com C0CÔ?,Ponto em Comum,241000,770,https://www.youtube.com/watch?v=84umxY8xMjg,Biologia,Vlog,56,55487
qual o CHEIRO do ESPAÇO?,Ponto em Comum,241000,1051,https://www.youtube.com/watch?v=EHJmrf_3e2Q,Astronomia,Vlog,62,116300
como GATOS veem o mundo?,Ponto em Comum,241000,819,https://www.youtube.com/watch?v=1dohl-GeYIk,Biologia,Vlog,69,127272
você está COMENDO INSETOS SEM SABER,Ponto em Comum,241000,965,https://www.youtube.com/watch?v=qcCXCiwXUV0,Biologia,Vlog,76,74573
REMÉDIOS que NÃO FUNCIONAM,Ponto em Comum,241000,861,https://www.youtube.com/watch?v=PS0O1nWk0c4,Biologia,Vlog,83,71271
SMARTPHONES vs IDA À LUA,Ponto em Comum,241000,1423,https://www.youtube.com/watch?v=AOFqgD4Ay6A,Astronomia,Vlog,90,138159
por que a CIÊNCIA está FALHANDO?,Ponto em Comum,241000,994,https://www.youtube.com/watch?v=HOjK1z8J364,Opinião,Vlog,104,124200
como ele SALVOU uma espécie SOZINHO?,Ponto em Comum,241000,1395,https://www.youtube.com/watch?v=Cte0dJDfRSY,Biologia,Vlog,111,80692
A Terra é Mesmo Redonda? | Primata Falante,Primata Falante,124000,1191,https://www.youtube.com/watch?v=IpzQZn3uVjA,Física,Vlog,1540,185995
A Gravidade Não é o que Você Pensa | Relatividade #07,Primata Falante,124000,912,https://www.youtube.com/watch?v=1vcYaSGhYZ0,Física,Vlog,1312,158224
O que NÃO É a Física Quântica | Primata Falante,Primata Falante,124000,1247,https://www.youtube.com/watch?v=4rNI2esH1EE,Física,Vlog,1533,133153
É Mais Rápido Voar Para Oeste? | Primata Falante,Primata Falante,124000,813,https://www.youtube.com/watch?v=7RhzEgnaeqI,Física,Vlog,1271,121368
Dicas Para Estudantes | Primata Falante,Primata Falante,124000,559,https://www.youtube.com/watch?v=a34JufeloAg,Física,Vlog,1711,103590
A Física Quântica Prova que seu Pensamento Muda a Realidade? | Primata Falante,Primata Falante,124000,889,https://www.youtube.com/watch?v=xbc0Y3Ok6Gk,Física,Vlog,1416,103130
Por Que Carl Sagan é Insubstituível | O Mundo Assombrado Pelos Demônios #01,Primata Falante,124000,994,https://www.youtube.com/watch?v=WNUWBcyQyxA,Física,Vlog,1127,100481
"Você é burro, cara! | Primata Falante",Primata Falante,124000,383,https://www.youtube.com/watch?v=UeeW_k-4svw,Opinião,Vlog,1574,93447
O Observador Define a Realidade? (A Sobreposição Quântica) | Desmistificando a Física Quântica #02,Primata Falante,124000,1724,https://www.youtube.com/watch?v=YKOo6bZ9nx4,Física,Vlog,294,93568
Minha Experiência no Curso de Física | Primata Falante,Primata Falante,124000,907,https://www.youtube.com/watch?v=CW0T4DiQDGA,Física,Vlog,1257,92776
A Ciência e a Política do Vestido | Primata Falante,Primata Falante,124000,252,https://www.youtube.com/watch?v=nis2bfsdMQk,Física,Vlog,1742,6463
7 Passos para Detectar Notícias Falsas | Primata Falante,Primata Falante,124000,777,https://www.youtube.com/watch?v=WH8VUa8c7xE,Outro,Vlog,1732,22129
O País da Pirraça | Primata Falante,Primata Falante,124000,748,https://www.youtube.com/watch?v=B1g3mozEayc,Opinião,Vlog,1726,12211
"Achei Ofensivo, Apaga! | Primata Falante",Primata Falante,124000,434,https://www.youtube.com/watch?v=Cb24NFB9YwA,Opinião,Vlog,1718,12393
"Quem é Melhor, Ciência ou Filosofia? | Primata Falante",Primata Falante,124000,678,https://www.youtube.com/watch?v=Hpb3BHXuJP8,Opinião,Vlog,1705,27908
A Filosofia Não Serve pra Nada | Primata Falante,Primata Falante,124000,558,https://www.youtube.com/watch?v=G5gYurOFDF8,Filosofia,Vlog,1677,47546
O Ateu que Queimou a Bíblia | Primata Falante,Primata Falante,124000,501,https://www.youtube.com/watch?v=2L4D6vvkgSI,Religião,Vlog,1649,53918
"Charlie, Charlie, Feito por um Cético | Primata Falante",Primata Falante,124000,347,https://www.youtube.com/watch?v=1o9wSFizLjA,Outro,Vlog,1643,9541
"Jesus, os Cristãos e os Homossexuais | Primata Falante",Primata Falante,124000,636,https://www.youtube.com/watch?v=kgSvvEa3mSw,Religião,Vlog,1636,40442
"Quem é ""A CIÊNCIA""? | Primata Falante",Primata Falante,124000,776,https://www.youtube.com/watch?v=O35kZpqnywk,Outro,Vlog,1629,23659
Depressão e suicídio: informações e minha história,Primata Falante,124000,2360,https://www.youtube.com/watch?v=QS_K-6O5S7Y,Opinião,Vlog,89,18636
Respondendo Perguntas sobre Física e a Vida | Fala que eu te Ignoro #01,Primata Falante,124000,1279,https://www.youtube.com/watch?v=OwiauRi98Fg,Opinião,Vlog,126,13107
Um Papo Sobre Depressão,Primata Falante,124000,1410,https://www.youtube.com/watch?v=Dm9_cMiIRWc,Opinião,Vlog,210,23201
* O Acidente que Deu à Luz a Física Quântica | Desmistificando a Física Quântica #01.a,Primata Falante,124000,196,https://www.youtube.com/watch?v=-BDFVyniENI,Física,Vlog,413,17404
A Rebeldia dos Elétrons | Desmistificando a Física Quântica #01,Primata Falante,124000,1706,https://www.youtube.com/watch?v=8A8TE5JbqJA,Física,Vlog,417,92013
O Assédio na Copa do Mundo e no Brasil,Primata Falante,124000,826,https://www.youtube.com/watch?v=mgcP5b5iVGg,Opinião,Vlog,542,15207
Apoie o Primata Falante!,Primata Falante,124000,505,https://www.youtube.com/watch?v=BmcmxPc1SPs,Outro,Vlog,572,4102
LHC - Como Funciona um Acelerador de Partículas | Primata Falante,Primata Falante,124000,1771,https://www.youtube.com/watch?v=iTQLpDsVz7c,Física,Vlog,576,55012
Youtube: O Novo Sonho Americano,Primata Falante,124000,956,https://www.youtube.com/watch?v=XH9VyMmQrSw,Outro,Vlog,606,13903
"Robôs, Inteligências Artificiais Médicas e Captchas (com Peixe Babel)",Primata Falante,124000,946,https://www.youtube.com/watch?v=WKHNEiO48Ns,Computação,Vlog,615,12666
Cinema e História Ep.2: Círculo de Fogo e Stalingrado,Xadrez Verbal,128000,1928,https://www.youtube.com/watch?v=ECGzQknF-ew,História,Vlog,1675,233996
Os Curdos,Xadrez Verbal,128000,406,https://www.youtube.com/watch?v=hDD_Lyb_M8U,História,Vlog,1938,168492
"Direita e Esquerda: Quando, o quê e onde você está?",Xadrez Verbal,128000,1139,https://www.youtube.com/watch?v=ynXjXdC7uvo,História,Vlog,1501,145017
"Tiradentes e a ""mentira"" de alguns livros: a História como ciência",Xadrez Verbal,128000,1046,https://www.youtube.com/watch?v=9AZsvLf1DJ0,História,Vlog,1687,140862
Como é fazer faculdade de História - Para curiosos e indecisos - Pt.1,Xadrez Verbal,128000,1127,https://www.youtube.com/watch?v=csUegWIA-J0,História,Vlog,1570,121115
Idade Média: quando começou e quando acabou?,Xadrez Verbal,128000,1231,https://www.youtube.com/watch?v=fA0mrh7Jhc0,História,Vlog,1536,101320
História do Xadrez,Xadrez Verbal,128000,683,https://www.youtube.com/watch?v=6mBrbZSheuo,História,Vlog,1819,93550
O que você precisa saber para entender o Brexit,Xadrez Verbal,128000,1891,https://www.youtube.com/watch?v=Uk7z6bXjeNU,História,Vlog,1255,86798
Como funciona a estrutura da Organização das Nações Unidas?,Xadrez Verbal,128000,1782,https://www.youtube.com/watch?v=UmSPW1EQzoo,História,Vlog,1524,86564
Judeus na Alemanha antes do nazismo,Xadrez Verbal,128000,272,https://www.youtube.com/watch?v=Fop1o1CCwcQ,História,Vlog,1767,77444
XadrezVerbal em breve...,Xadrez Verbal,128000,7,https://www.youtube.com/watch?v=omCVlf8FFPI,Outro,Outro,2047,1080
Ucrânia,Xadrez Verbal,128000,718,https://www.youtube.com/watch?v=PX0sjuurGGY,História,Vlog,2034,11702
Nova Guerra Fria?,Xadrez Verbal,128000,659,https://www.youtube.com/watch?v=LMPb_6Z3sok,História,Vlog,2027,12057
Armas Nucleares,Xadrez Verbal,128000,535,https://www.youtube.com/watch?v=YiEXjqK4Zg8,História,Vlog,2020,7097
Copa e as eleições,Xadrez Verbal,128000,433,https://www.youtube.com/watch?v=OCJs4qO-ARk,Política,Vlog,2013,1727
"Dilma, SUS e o aborto",Xadrez Verbal,128000,307,https://www.youtube.com/watch?v=LSqE67aOnU0,Política,Vlog,2007,2680
Imigrantes Haitianos,Xadrez Verbal,128000,426,https://www.youtube.com/watch?v=1z2TsLw0uZk,História,Vlog,2000,8971
Machado de Assis - 175 Anos,Xadrez Verbal,128000,286,https://www.youtube.com/watch?v=qsJPtqCuNsY,História,Vlog,1986,3254
Força Expedicionária Brasileira,Xadrez Verbal,128000,338,https://www.youtube.com/watch?v=meO1eHpHJDs,História,Vlog,1972,5345
Sociedade brasileira e o esporte,Xadrez Verbal,128000,248,https://www.youtube.com/watch?v=88lvsIWBrs0,Sociologia,Vlog,1965,2537
Eleições Espanha (é tetra) - Xadrez Verbal Podcast,Xadrez Verbal,128000,1726,https://www.youtube.com/watch?v=ShW9Jo-uBgE,Política,Áudio,40,611
Cúpula dos BRICS - Xadrez Verbal Podcast,Xadrez Verbal,128000,3735,https://www.youtube.com/watch?v=GskQL_I6HjA,Política,Áudio,41,1170
Giro de Notícias #212 - Xadrez Verbal Podcast,Xadrez Verbal,128000,1241,https://www.youtube.com/watch?v=1zhY0r0LGao,Política,Áudio,42,900
Bolívia - Xadrez Verbal Podcast,Xadrez Verbal,128000,4670,https://www.youtube.com/watch?v=WY99-i1_vms,Política,Áudio,43,2151
"Xadrez Verbal #212 – Espanha, BRICS e Bolívia",Xadrez Verbal,128000,13343,https://www.youtube.com/watch?v=bUi5ERdnRz8,Política,Áudio,43,5102
Ásia - Xadrez Verbal Podcast,Xadrez Verbal,128000,1621,https://www.youtube.com/watch?v=e2tz54d18Mg,Política,Áudio,47,1064
Europa - Xadrez Verbal Podcast,Xadrez Verbal,128000,2809,https://www.youtube.com/watch?v=SSSOLmWtzK4,Política,Áudio,48,950
América Latina - Xadrez Verbal Podcast,Xadrez Verbal,128000,3259,https://www.youtube.com/watch?v=3GwhtUURC_M,Política,Áudio,49,2932
Giro de Notícias #211 - Xadrez Verbal Podcast,Xadrez Verbal,128000,1769,https://www.youtube.com/watch?v=4Mh1m8JLXMk,Política,Áudio,49,762
Xadrez Verbal Podcast #211 - Um giro de notícias pelo mundo,Xadrez Verbal,128000,10969,https://www.youtube.com/watch?v=vP0o6PHDTdA,Política,Áudio,50,5370
