Título,Canal,Inscritos,Duração,Link,Tema,Formato,Data,Visualizações
Hitler ao saber que o Cometa Ison Desintegrou,Ciência e Astronomia,135,03:01,https://www.youtube.com/watch?v=etxRQAymxW0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=103&t=0s,Outro,Outro,03 de dez. de 2013,4768
11º Hangout Ciência e Astronomia: Formação e Evolução Terrestre,Ciência e Astronomia,135,80:11,https://www.youtube.com/watch?v=ieb3rB1_xXY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=104&t=0s,Astronomia,Vlog,14 de dez. de 2013,365
Canal Ciência e Astronomia: 2015,Ciência e Astronomia,135,00:26,https://www.youtube.com/watch?v=GgejHD3ahtU&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=105&t=0s,Outro,Outro,17 de dez. de 2013,24938
Homenagem Carl Sagan,Ciência e Astronomia,135,05:24,https://www.youtube.com/watch?v=4UWS6X4v5SI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=106&t=0s,História,Ensaio,20 de dez. de 2013,2661
12º Hangout Página Ciência e Astronomia: CERN,Ciência e Astronomia,135,78:06,https://www.youtube.com/watch?v=_TVgc03dnr0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=107&t=0s,Astronomia,Vlog,21 de dez. de 2013,1157
13º Hangout Página Ciência e Astronomia: Radioexploração Espacial,Ciência e Astronomia,135,32:56,https://www.youtube.com/watch?v=Z_aeJxIhw3c&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=108&t=0s,Astronomia,Vlog,11 de jan. de 2014,363
14º Hangout Página Ciência e Astronomia: Projetos PEUE e AstroPE,Ciência e Astronomia,135,90:31,https://www.youtube.com/watch?v=-49nmaol5r8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=109&t=0s,Astronomia,Vlog,18 de jan. de 2014,329
15º Hangout Página Ciência e Astronomia: A Carreira Dentro da Ciência,Ciência e Astronomia,135,93:35,https://www.youtube.com/watch?v=1JHQ3nrQNIA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=110&t=0s,Astronomia,Vlog,25 de jan. de 2014,1035
16º Hangout Página Ciência e Astronomia: Notícias científicas da semana,Ciência e Astronomia,135,54:50,https://www.youtube.com/watch?v=n0mcPP6bdKc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=111&t=0s,Astronomia,Vlog,02 de fev. de 2014,491
Divulgação Científica e Marketing Digital | Live com a V4 Company,Ciência e Astronomia,135,61:41,https://www.youtube.com/watch?v=4csrhmcLEIw&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=112&t=0s,Astronomia,Entrevista,10 de jun. de 2019,977
Marcos Pontes de volta para a Estação Espacial Internacional?,Ciência e Astronomia,135,05:22,https://www.youtube.com/watch?v=uRfZf3mJDTo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=113&t=0s,Astronomia,Entrevista,31 de ago. de 2018,3399
Lançamento ao vivo: Parker Solar Probe (Lançamento adiado),Ciência e Astronomia,135,115:29,https://www.youtube.com/watch?v=dfALxV5mapg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=114&t=0s,Astronomia,Vlog,11 de ago. de 2018,4498
Redbull Can you make it - Team Galo Veio [ Brazil 2018 ],Ciência e Astronomia,135,01:21,https://www.youtube.com/watch?v=nw8HYNdsqyk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=115&t=0s,Outro,Outro,15 de fev. de 2018,1706
Minuto da Astronomia: E se o sol parasse de produzir energia?,Ciência e Astronomia,135,01:15,https://www.youtube.com/watch?v=_RTIFaiMg5E&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=116&t=0s,Astronomia,Ensaio,30 de set. de 2017,5576
As dificuldades de um astronauta,Ciência e Astronomia,135,03:49,https://www.youtube.com/watch?v=ZTalazzc-oE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=117&t=0s,Astronomia,Vlog,25 de set. de 2017,7123
CeA #113: A live do fim do Mundo #SQÑ #MaisUma,Ciência e Astronomia,135,51:20,https://www.youtube.com/watch?v=sbo21mzG5D4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=118&t=0s,Astronomia,Vlog,23 de set. de 2017,2888
E esse tal de Planeta X/Nibiru/Hercóbulus? É o fim do mundo?,Ciência e Astronomia,135,03:41,https://www.youtube.com/watch?v=5gUVimotq-w&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=119&t=0s,Astronomia,Vlog,22 de set. de 2017,13664
"Cometas, asteroides, meteoros e meteoritos. Qual a diferença?",Ciência e Astronomia,135,03:16,https://www.youtube.com/watch?v=o1elGxj1K3M&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=120&t=0s,Astronomia,Vlog,20 de set. de 2017,9192
O Planeta Terra (Série do Sistema Solar),Ciência e Astronomia,135,02:13,https://www.youtube.com/watch?v=wWmUGui1WxI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=121&t=0s,Astronomia,Vlog,18 de set. de 2017,4020
SONS DO SISTEMA SOLAR EM 360º!,Guru da Ciência,145,04:23,https://www.youtube.com/watch?v=LVI55mSmXo4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=122&t=0s,Astronomia,Ensaio,28 de mai. de 2017,1408800
INTELIGÊNCIA ARTIFICIAL resolvendo um cubo mágico GIGANTE!,Guru da Ciência,145,22:26,https://www.youtube.com/watch?v=9HG45nykx00&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=123&t=0s,Computação,Ensaio,21 de jul. de 2017,1154159
ENTRANDO EM UM BURACO NEGRO! (360º),Guru da Ciência,145,03:02,https://www.youtube.com/watch?v=Un-WjxdjtRc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=124&t=0s,Astronomia,Ensaio,25 de jun. de 2016,1036163
Por que Plutão deixou de ser um planeta?,Guru da Ciência,145,04:06,https://www.youtube.com/watch?v=TvAOcMgQxRk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=125&t=0s,Astronomia,Ensaio,26 de ago. de 2013,439800
CONVERSA entre duas INTELIGÊNCIAS ARTIFICIAIS!,Guru da Ciência,145,03:34,https://www.youtube.com/watch?v=8ufRJ28M70I&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=126&t=0s,Computação,Ensaio,21 de nov. de 2016,380699
O que é a quarta dimensão?,Guru da Ciência,145,02:45,https://www.youtube.com/watch?v=eVfkSHkN3sc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=127&t=0s,Física,Ensaio,10 de fev. de 2016,325488
A regra dos 5 segundos é real?,Guru da Ciência,145,05:21,https://www.youtube.com/watch?v=0aaJ_5o1N4k&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=128&t=0s,Biologia,Ensaio,01 de mar. de 2017,234255
Como funciona a Organização das Nações Unidas (ONU)?,Guru da Ciência,145,07:18,https://www.youtube.com/watch?v=SomD6r_a5ac&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=129&t=0s,Política,Ensaio,15 de fev. de 2017,203745
estudando pra prova mais difícil do meu curso...,Guru da Ciência,145,09:45,https://www.youtube.com/watch?v=VPN8iWjfXKk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=130&t=0s,Outro,Vlog,12 de out. de 2019,203921
UM CUBO COM TODAS AS CORES?,Guru da Ciência,145,05:41,https://www.youtube.com/watch?v=TOlqbwLIKRg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=131&t=0s,Física,Ensaio,15 de jan. de 2017,190255
Café: um vício benéfico?,Guru da Ciência,145,01:37,https://www.youtube.com/watch?v=xOGM7TGvC8k&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=132&t=0s,História,Ensaio,23 de set. de 2012,12163
Votar em branco ou em nulo: qual a diferença?,Guru da Ciência,145,00:49,https://www.youtube.com/watch?v=e1yx96wlVJM&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=133&t=0s,Política,Ensaio,30 de set. de 2012,10844
Turismo Espacial,Guru da Ciência,145,01:01,https://www.youtube.com/watch?v=ITwasGyXzps&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=134&t=0s,Astronomia,Ensaio,04 de out. de 2012,4794
Um mundo igual para todos?,Guru da Ciência,145,01:21,https://www.youtube.com/watch?v=vS6JkPiEcKg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=135&t=0s,Política,Ensaio,08 de out. de 2012,3101
Como criar um CPF,Guru da Ciência,145,01:25,https://www.youtube.com/watch?v=ErzeMkoxZpY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=136&t=0s,Matemática,Ensaio,10 de out. de 2012,69635
Como medir a velocidade da luz,Guru da Ciência,145,01:31,https://www.youtube.com/watch?v=a8vf1Y-V838&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=137&t=0s,Física,Ensaio,07 de nov. de 2012,35186
Como calcular seu IMC,Guru da Ciência,145,00:36,https://www.youtube.com/watch?v=JvmAJW3nVs4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=138&t=0s,Física,Ensaio,14 de jan. de 2013,17669
O Impostômetro,Guru da Ciência,145,01:56,https://www.youtube.com/watch?v=YXOuyX4M3Wg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=139&t=0s,Política,Ensaio,25 de jun. de 2013,3679
A primeira lei de Newton - Lei da Inércia,Guru da Ciência,145,02:10,https://www.youtube.com/watch?v=C_j9MHT82q8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=140&t=0s,Física,Ensaio,17 de jul. de 2013,176679
A segunda lei de Newton - O princípio fundamental da dinâmica,Guru da Ciência,145,01:12,https://www.youtube.com/watch?v=IreeoDK2PRg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=141&t=0s,Física,Ensaio,23 de jul. de 2013,133269
passamos 24 HORAS estudando,Guru da Ciência,145,09:25,https://www.youtube.com/watch?v=mr2RG3Bm6gE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=142&t=0s,Outro,Vlog,12 de ago. de 2019,72217
Como é estudar CIÊNCIA DA COMPUTAÇÃO na ALEMANHA? 🇩🇪,Guru da Ciência,145,16:54,https://www.youtube.com/watch?v=eVR5BFeerHg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=143&t=0s,Computação,Vlog,26 de jun. de 2019,123378
COMPLEXIDADE de ALGORITMOS no MINECRAFT!,Guru da Ciência,145,08:37,https://www.youtube.com/watch?v=5LQNW3XKJUA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=144&t=0s,Computação,Ensaio,18 de jun. de 2019,115639
"O Sol, a nossa estrela viva.",Guru da Ciência,145,24:44,https://www.youtube.com/watch?v=jhAym1qoo-s&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=145&t=0s,Astronomia,Ensaio,13 de mai. de 2019,13486
RESPONDENDO PERGUNTAS ft. Matemática Rio!,Guru da Ciência,145,11:22,https://www.youtube.com/watch?v=7pyQoNs9m-E&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=146&t=0s,Outro,Vlog,01 de mai. de 2019,27613
HACKEEI os computadores da minha UNIVERSIDADE? 👨🏻‍💻,Guru da Ciência,145,10:36,https://www.youtube.com/watch?v=CmbkB893u78&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=147&t=0s,Computação,Vlog,18 de mar. de 2019,114354
Como criar um emoji 👌💯🔥,Guru da Ciência,145,08:07,https://www.youtube.com/watch?v=9_txUjThUXY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=148&t=0s,Computação,Ensaio,31 de ago. de 2018,53668
Como visitar as estrelas... sem sair da Terra,Guru da Ciência,145,04:28,https://www.youtube.com/watch?v=Dn70CylH57k&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=149&t=0s,Astronomia,Ensaio,07 de jun. de 2018,23559
MARTE: O PLANETA VERMELHO EM 360º!,Guru da Ciência,145,11:30,https://www.youtube.com/watch?v=7kSm291X_ho&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=150&t=0s,Astronomia,Ensaio,26 de mai. de 2018,56546
INTELIGÊNCIA ARTIFICIAL aprende a FALAR com MINHA VOZ!,Guru da Ciência,145,04:53,https://www.youtube.com/watch?v=4Wue2H9V_Ko&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=151&t=0s,Computação,Ensaio,10 de mai. de 2018,44862
O que é o Gato de Schrödinger? | Minuto da Física,Minuto da Física,117,01:58,https://www.youtube.com/watch?v=ndZl7L_ciAQ&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=152&t=0s,Física,Draw,06 de jul. de 2013,428746
É melhor andar ou correr na chuva? | Minuto da Física,Minuto da Física,117,02:02,https://www.youtube.com/watch?v=Dld8WBqAH2g&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=153&t=0s,Física,Draw,29 de jun. de 2013,236967
Erros comuns na Física! | Minuto da Física,Minuto da Física,117,02:54,https://www.youtube.com/watch?v=OBSF3_KUn5w&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=154&t=0s,Física,Draw,15 de set. de 2013,200322
Você conhece o Paradoxo de Simpson em estatística? | Minuto da Física,Minuto da Física,117,04:41,https://www.youtube.com/watch?v=FBsVRJVA0ro&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=155&t=0s,Física,Draw,25 de mar. de 2019,158466
Como ultrapassar a velocidade da luz,Minuto da Física,117,01:33,https://www.youtube.com/watch?v=Y7_RPVJdauY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=156&t=0s,Física,Draw,22 de jun. de 2013,149687
COMO VER SEM ÓCULOS,Minuto da Física,117,03:01,https://www.youtube.com/watch?v=M-py4t4zi24&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=157&t=0s,Física,Draw,14 de jul. de 2014,144781
Prêmio Nobel de 2012: Como vemos a luz?,Minuto da Física,117,02:46,https://www.youtube.com/watch?v=kZ6SupDE_AY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=158&t=0s,Física,Draw,21 de jul. de 2013,124921
QUÃO DISTANTE É UM SEGUNDO?,Minuto da Física,117,01:46,https://www.youtube.com/watch?v=M42nzPiseuk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=159&t=0s,Física,Draw,20 de jul. de 2014,112436
E=mc² está Incompleta,Minuto da Física,117,02:17,https://www.youtube.com/watch?v=E5_RH3h-0eE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=160&t=0s,Física,Draw,30 de mai. de 2013,110772
O que é a Gravidade?,Minuto da Física,117,01:59,https://www.youtube.com/watch?v=J8MzNTbQmfQ&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=161&t=0s,Física,Draw,21 de abr. de 2014,107450
O Som do Hidrogênio,Minuto da Física,117,01:15,https://www.youtube.com/watch?v=0BEbhsc109A&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=162&t=0s,Física,Draw,26 de mai. de 2013,61604
Prova Sem Palavras: O Círculo,Minuto da Física,117,01:20,https://www.youtube.com/watch?v=6QUvwUAXTu4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=163&t=0s,Física,Draw,02 de jun. de 2013,57509
O que é o Fogo?,Minuto da Física,117,01:44,https://www.youtube.com/watch?v=_VkxCtf0yKk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=164&t=0s,Física,Draw,08 de jun. de 2013,93677
O Que é uma Dimensão? Em 3D... e 2D... e 1D,Minuto da Física,117,01:32,https://www.youtube.com/watch?v=xo2W9_f2zEA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=165&t=0s,Física,Draw,15 de jun. de 2013,103098
Como Contar o Infinito,Minuto da Física,117,02:22,https://www.youtube.com/watch?v=co1WTsKedR4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=166&t=0s,Física,Draw,03 de ago. de 2013,104317
O que é um Neutrino?,Minuto da Física,117,01:48,https://www.youtube.com/watch?v=arr33nt1wsU&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=167&t=0s,Física,Draw,07 de set. de 2013,79759
Como somar ALÉM do infinito? (cuidado: matemática envolvida!),Minuto da Física,117,01:11,https://www.youtube.com/watch?v=ZWwmvPFEs3M&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=168&t=0s,Física,Draw,25 de set. de 2013,40291
Vídeo do YouTube vs O Universo,Minuto da Física,117,01:13,https://www.youtube.com/watch?v=Hvf1LbVRFQA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=169&t=0s,Física,Draw,05 de out. de 2013,29650
Domesticando o Infinito,Minuto da Física,117,02:08,https://www.youtube.com/watch?v=GCkHigwDgyI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=170&t=0s,Física,Draw,08 de out. de 2013,66151
Arco-Íris explicado em dez segundos,Minuto da Física,117,00:26,https://www.youtube.com/watch?v=UQGxdb4-S6A&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=171&t=0s,Física,Draw,09 de dez. de 2013,43301
O homem que corrigiu EINSTEIN! | Minuto da Física,Minuto da Física,117,06:02,https://www.youtube.com/watch?v=-HwRqoJN1UA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=172&t=0s,Física,Draw,30 de out. de 2019,42985
Por que alguns dias NÃO tem 24 horas? | Minuto da Física,Minuto da Física,117,04:38,https://www.youtube.com/watch?v=5WULzHol9Qg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=173&t=0s,Física,Draw,09 de out. de 2019,25082
Como construir um fosso de lava! (com xkcd) | Minuto da Física,Minuto da Física,117,05:06,https://www.youtube.com/watch?v=k_ZrFAK52is&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=174&t=0s,Física,Draw,02 de out. de 2019,31655
Qual foi o maior ERRO de EINSTEIN? | Minuto da Física,Minuto da Física,117,07:47,https://www.youtube.com/watch?v=MORwTy5EapY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=175&t=0s,Física,Draw,11 de set. de 2019,36834
Como é possível o Algoritmo de Shor fatorizar 314191? | Minuto da Física,Minuto da Física,117,06:28,https://www.youtube.com/watch?v=9PgFqnOCscA&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=176&t=0s,Física,Draw,04 de set. de 2019,8217
Como computadores quânticos quebram a criptografia (Algoritmo de Shor Explicado),Minuto da Física,117,19:58,https://www.youtube.com/watch?v=jA2FxG95iU8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=177&t=0s,Física,Draw,30 de jul. de 2019,48236
Por que as latas de ar comprimido ficam TÃO frias? | Minuto da Física,Minuto da Física,117,06:16,https://www.youtube.com/watch?v=U14Cr9z4hN0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=178&t=0s,Física,Draw,17 de jul. de 2019,32887
Por que o céu não é roxo? | Minuto da Física,Minuto da Física,117,03:31,https://www.youtube.com/watch?v=UvyLPkh2oBs&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=179&t=0s,Física,Draw,10 de jul. de 2019,18893
Por que é importante ser curioso? | Minuto da Física,Minuto da Física,117,03:47,https://www.youtube.com/watch?v=ydTdRHM2j_8&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=180&t=0s,Física,Draw,03 de jul. de 2019,10888
Como Se TELETRANSPORTAR com a ajuda de ALIENS! | Minuto da Física,Minuto da Física,117,03:49,https://www.youtube.com/watch?v=lVBCI78ksVo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=181&t=0s,Física,Draw,23 de mai. de 2019,10405
A difícil vida do macho entre as hienas | Minuto da Terra,Minuto da Terra,358,02:50,https://www.youtube.com/watch?v=Wixa0uwPT7Q&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=182&t=0s,Biologia,Draw,02 de ago. de 2017,1800056
Como os urubus comem carne podre e não adoecem? | Minuto da Terra,Minuto da Terra,358,02:15,https://www.youtube.com/watch?v=o2YB_nH6KZs&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=183&t=0s,Biologia,Draw,16 de jun. de 2016,1456075
Por que alguns animais comem seus filhotes? | Minuto da Terra,Minuto da Terra,358,02:21,https://www.youtube.com/watch?v=gWvXNEi-c6k&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=184&t=0s,Biologia,Draw,26 de out. de 2016,1242413
Por que as hienas fêmeas têm pênis? | Minuto da Terra,Minuto da Terra,358,03:22,https://www.youtube.com/watch?v=PQJdo2Y65ps&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=185&t=0s,Biologia,Draw,11 de out. de 2017,1150393
Bebês fazem cocô e xixi na barriga da mãe? | Minuto da Terra,Minuto da Terra,358,02:13,https://www.youtube.com/watch?v=fq_SdkC9EMc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=186&t=0s,Biologia,Draw,22 de out. de 2015,1108836
Por que o Tiranossauro Rex tinha braços tão pequenos? | Minuto da Terra,Minuto da Terra,358,02:47,https://www.youtube.com/watch?v=eeN0jgfHM-w&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=187&t=0s,Biologia,Draw,08 de mar. de 2017,987083
Por que mulas não conseguem ter filhotes? | Minuto da Terra,Minuto da Terra,358,02:30,https://www.youtube.com/watch?v=TQlYHUhCWSc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=188&t=0s,Biologia,Draw,21 de set. de 2016,909974
Machos vs. fêmeas: a guerra dos sexos | Minuto da Terra,Minuto da Terra,358,02:55,https://www.youtube.com/watch?v=7sjs7G_Cu2U&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=189&t=0s,Biologia,Draw,21 de jul. de 2016,887774
A terrível invasão da Formiga-louca Amarela! | Minuto da Terra,Minuto da Terra,358,03:57,https://www.youtube.com/watch?v=KP6XcKtvgAY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=190&t=0s,Biologia,Draw,10 de mar. de 2016,680226
Pra onde os pássaros vão entre o outono e a primavera? | Minuto da Terra,Minuto da Terra,358,03:14,https://www.youtube.com/watch?v=I9vuJ4uRuuc&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=191&t=0s,Biologia,Draw,21 de jan. de 2016,658345
A história do nosso planeta | Minuto da Terra,Minuto da Terra,358,02:42,https://www.youtube.com/watch?v=eK2IO1h-fl4&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=192&t=0s,Biologia,Draw,22 de jul. de 2013,151523
Por que as folhas são verdes? (Parte 1) | Minuto da Terra,Minuto da Terra,358,02:46,https://www.youtube.com/watch?v=_3XYPMvO6Ng&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=193&t=0s,Biologia,Draw,24 de set. de 2013,88752
Por que as folhas são verdes? (Parte 2) | Minuto da Terra,Minuto da Terra,358,02:52,https://www.youtube.com/watch?v=chxcTDiTBNM&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=194&t=0s,Biologia,Draw,05 de out. de 2013,54298
Quão altas as montanhas podem ser? | Minuto da Terra,Minuto da Terra,358,02:24,https://www.youtube.com/watch?v=ZCjx5EWGRD0&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=195&t=0s,Biologia,Draw,08 de out. de 2013,125169
Por que a Terra tem desertos? | Minuto da Terra,Minuto da Terra,358,02:56,https://www.youtube.com/watch?v=QSJffqcTflw&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=196&t=0s,Biologia,Draw,30 de out. de 2013,95553
Percevejos. Sério?! | Minuto da Terra,Minuto da Terra,358,02:41,https://www.youtube.com/watch?v=tdxFYwmVcLg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=197&t=0s,Biologia,Draw,22 de jan. de 2014,83144
A história da comida congelada | Minuto da Terra,Minuto da Terra,358,02:23,https://www.youtube.com/watch?v=1_b4aI07VNE&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=198&t=0s,Biologia,Draw,09 de set. de 2015,111892
Como o FRIO pode QUEIMAR? | Minuto da Terra,Minuto da Terra,358,01:50,https://www.youtube.com/watch?v=gETun1rMVYo&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=199&t=0s,Biologia,Draw,15 de set. de 2015,51172
400 Partes por Milhão: O Maior Experimento do Mundo! | Minuto da Terra,Minuto da Terra,358,02:05,https://www.youtube.com/watch?v=TQ7g4mgAbdY&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=200&t=0s,Biologia,Draw,24 de set. de 2015,35551
Nossa atmosfera está escapando! | Minuto da Terra,Minuto da Terra,358,02:23,https://www.youtube.com/watch?v=xENITDPjcPk&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=201&t=0s,Biologia,Draw,01 de out. de 2015,65138
Esse sistema de esgoto secreto está mudando o mundo! | Minuto da Terra,Minuto da Terra,358,04:25,https://www.youtube.com/watch?v=L-Af0Tuzf0k&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=202&t=1s,Biologia,Draw,23 de out. de 2019,79059
Por que é TÃO difícil praticar exercício físico? | Minuto da Terra,Minuto da Terra,358,04:12,https://www.youtube.com/watch?v=Oy7Gysm58Ek&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=203&t=0s,Biologia,Draw,09 de out. de 2019,84656
Esse sistema de esgoto secreto está mudando o mundo! | Minuto da Terra,Minuto da Terra,358,04:03,https://www.youtube.com/watch?v=HiQWypgZQjI&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=204&t=0s,Biologia,Draw,02 de out. de 2019,96046
Por que nos comportamos como animais na internet? | Minuto da Terra,Minuto da Terra,358,04:20,https://www.youtube.com/watch?v=K0kFNO6KDkg&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=205&t=0s,Biologia,Draw,12 de set. de 2019,64140
Por que observar bactérias com SATÉLITES é TÃO importante? | Minuto da Terra,Minuto da Terra,358,04:49,https://www.youtube.com/watch?v=JG1y7QWwagQ&list=PLAvEh87VNIIdg7AG8XbzKmOVx3_9RiGPS&index=206&t=0s,Biologia,Draw,28 de ago. de 2019,77229
