,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
1453,Australia,1987,male,55-74 years,328,1227000,26.73,"189,041,159,344",12564,G.I. Generation,Oceania
1454,Australia,1987,male,15-24 years,354,1383900,25.58,"189,041,159,344",12564,Generation X,Oceania
1455,Australia,1987,female,75+ years,38,421200,9.02,"189,041,159,344",12564,G.I. Generation,Oceania
1456,Australia,1987,female,55-74 years,110,1318600,8.34,"189,041,159,344",12564,G.I. Generation,Oceania
1457,Australia,1987,female,35-54 years,145,1950500,7.43,"189,041,159,344",12564,Silent,Oceania
1458,Australia,1987,female,15-24 years,73,1329700,5.49,"189,041,159,344",12564,Generation X,Oceania
1459,Australia,1987,female,25-34 years,70,1327700,5.27,"189,041,159,344",12564,Boomers,Oceania
1460,Australia,1987,male,5-14 years,6,1264900,0.47,"189,041,159,344",12564,Generation X,Oceania
1461,Australia,1987,female,5-14 years,1,1201300,0.08,"189,041,159,344",12564,Generation X,Oceania
1462,Australia,1988,male,75+ years,93,256400,36.27,"235,699,941,793",15393,G.I. Generation,Oceania
1463,Australia,1988,male,25-34 years,398,1375100,28.94,"235,699,941,793",15393,Boomers,Oceania
1464,Australia,1988,male,15-24 years,366,1395800,26.22,"235,699,941,793",15393,Generation X,Oceania
1465,Australia,1988,male,55-74 years,317,1240700,25.55,"235,699,941,793",15393,G.I. Generation,Oceania
1466,Australia,1988,male,35-54 years,532,2097100,25.37,"235,699,941,793",15393,Silent,Oceania
1467,Australia,1988,female,75+ years,40,438100,9.13,"235,699,941,793",15393,G.I. Generation,Oceania
1468,Australia,1988,female,25-34 years,106,1354700,7.82,"235,699,941,793",15393,Boomers,Oceania
1469,Australia,1988,female,35-54 years,157,2019000,7.78,"235,699,941,793",15393,Silent,Oceania
1470,Australia,1988,female,55-74 years,103,1330200,7.74,"235,699,941,793",15393,G.I. Generation,Oceania
1471,Australia,1988,female,15-24 years,53,1340300,3.95,"235,699,941,793",15393,Generation X,Oceania
1472,Australia,1988,male,5-14 years,6,1264700,0.47,"235,699,941,793",15393,Generation X,Oceania
1473,Australia,1988,female,5-14 years,1,1200000,0.08,"235,699,941,793",15393,Generation X,Oceania
1474,Australia,1989,male,75+ years,91,266900,34.1,"299,317,645,143",19223,G.I. Generation,Oceania
1475,Australia,1989,male,25-34 years,406,1399000,29.02,"299,317,645,143",19223,Boomers,Oceania
1476,Australia,1989,male,15-24 years,353,1399300,25.23,"299,317,645,143",19223,Generation X,Oceania
1477,Australia,1989,male,55-74 years,309,1255100,24.62,"299,317,645,143",19223,G.I. Generation,Oceania
1478,Australia,1989,male,35-54 years,475,2156900,22.02,"299,317,645,143",19223,Silent,Oceania
1479,Australia,1989,female,55-74 years,124,1340300,9.25,"299,317,645,143",19223,G.I. Generation,Oceania
1480,Australia,1989,female,75+ years,31,451800,6.86,"299,317,645,143",19223,G.I. Generation,Oceania
1481,Australia,1989,female,25-34 years,87,1383800,6.29,"299,317,645,143",19223,Boomers,Oceania
1482,Australia,1989,female,35-54 years,130,2086700,6.23,"299,317,645,143",19223,Silent,Oceania
1483,Australia,1989,female,15-24 years,51,1349700,3.78,"299,317,645,143",19223,Generation X,Oceania
1484,Australia,1989,male,5-14 years,8,1273300,0.63,"299,317,645,143",19223,Generation X,Oceania
1485,Australia,1989,female,5-14 years,1,1207800,0.08,"299,317,645,143",19223,Generation X,Oceania
1486,Australia,1990,male,75+ years,87,276900,31.42,"310,838,014,621",19665,G.I. Generation,Oceania
1487,Australia,1990,male,25-34 years,418,1415000,29.54,"310,838,014,621",19665,Boomers,Oceania
1488,Australia,1990,male,15-24 years,374,1405900,26.6,"310,838,014,621",19665,Generation X,Oceania
1489,Australia,1990,male,55-74 years,325,1266400,25.66,"310,838,014,621",19665,G.I. Generation,Oceania
1490,Australia,1990,male,35-54 years,549,2220600,24.72,"310,838,014,621",19665,Silent,Oceania
1491,Australia,1990,female,75+ years,37,465600,7.95,"310,838,014,621",19665,G.I. Generation,Oceania
1492,Australia,1990,female,25-34 years,109,1401200,7.78,"310,838,014,621",19665,Boomers,Oceania
1493,Australia,1990,female,55-74 years,98,1349000,7.26,"310,838,014,621",19665,G.I. Generation,Oceania
1494,Australia,1990,female,35-54 years,136,2154800,6.31,"310,838,014,621",19665,Silent,Oceania
1495,Australia,1990,female,15-24 years,64,1354800,4.72,"310,838,014,621",19665,Generation X,Oceania
1496,Australia,1990,male,5-14 years,5,1281300,0.39,"310,838,014,621",19665,Generation X,Oceania
1497,Australia,1990,female,5-14 years,0,1215500,0.0,"310,838,014,621",19665,Generation X,Oceania
1498,Australia,1991,male,75+ years,114,287600,39.64,"325,358,292,128",20320,G.I. Generation,Oceania
1499,Australia,1991,male,25-34 years,427,1416500,30.14,"325,358,292,128",20320,Boomers,Oceania
1500,Australia,1991,male,35-54 years,631,2279600,27.68,"325,358,292,128",20320,Boomers,Oceania
1501,Australia,1991,male,15-24 years,354,1405900,25.18,"325,358,292,128",20320,Generation X,Oceania
1502,Australia,1991,male,55-74 years,273,1282700,21.28,"325,358,292,128",20320,Silent,Oceania
1503,Australia,1991,female,75+ years,39,480900,8.11,"325,358,292,128",20320,G.I. Generation,Oceania
1504,Australia,1991,female,35-54 years,169,2219100,7.62,"325,358,292,128",20320,Boomers,Oceania
1505,Australia,1991,female,55-74 years,96,1362200,7.05,"325,358,292,128",20320,Silent,Oceania
1506,Australia,1991,female,25-34 years,91,1408900,6.46,"325,358,292,128",20320,Boomers,Oceania
1507,Australia,1991,female,15-24 years,84,1354900,6.2,"325,358,292,128",20320,Generation X,Oceania
1508,Australia,1991,male,5-14 years,7,1290700,0.54,"325,358,292,128",20320,Millenials,Oceania
1509,Australia,1991,female,5-14 years,3,1223100,0.25,"325,358,292,128",20320,Millenials,Oceania
1510,Australia,1992,male,75+ years,87,298600,29.14,"324,878,105,053",20050,G.I. Generation,Oceania
1511,Australia,1992,male,25-34 years,407,1417200,28.72,"324,878,105,053",20050,Boomers,Oceania
1512,Australia,1992,male,15-24 years,384,1405300,27.33,"324,878,105,053",20050,Generation X,Oceania
1513,Australia,1992,male,55-74 years,325,1299600,25.01,"324,878,105,053",20050,Silent,Oceania
1514,Australia,1992,male,35-54 years,579,2336200,24.78,"324,878,105,053",20050,Boomers,Oceania
1515,Australia,1992,female,75+ years,45,497100,9.05,"324,878,105,053",20050,G.I. Generation,Oceania
1516,Australia,1992,female,55-74 years,102,1376100,7.41,"324,878,105,053",20050,Silent,Oceania
1517,Australia,1992,female,25-34 years,96,1412600,6.8,"324,878,105,053",20050,Boomers,Oceania
1518,Australia,1992,female,35-54 years,144,2280900,6.31,"324,878,105,053",20050,Boomers,Oceania
1519,Australia,1992,female,15-24 years,76,1351300,5.62,"324,878,105,053",20050,Generation X,Oceania
1520,Australia,1992,male,5-14 years,4,1298000,0.31,"324,878,105,053",20050,Millenials,Oceania
1521,Australia,1992,female,5-14 years,2,1230600,0.16,"324,878,105,053",20050,Millenials,Oceania
1522,Australia,1993,male,75+ years,95,307700,30.87,"311,528,948,848",19030,G.I. Generation,Oceania
1523,Australia,1993,male,25-34 years,392,1413500,27.73,"311,528,948,848",19030,Boomers,Oceania
1524,Australia,1993,male,15-24 years,332,1401500,23.69,"311,528,948,848",19030,Generation X,Oceania
1525,Australia,1993,male,55-74 years,293,1320700,22.19,"311,528,948,848",19030,Silent,Oceania
1526,Australia,1993,male,35-54 years,523,2389000,21.89,"311,528,948,848",19030,Boomers,Oceania
1527,Australia,1993,female,35-54 years,161,2340600,6.88,"311,528,948,848",19030,Boomers,Oceania
1528,Australia,1993,female,75+ years,34,510500,6.66,"311,528,948,848",19030,G.I. Generation,Oceania
1529,Australia,1993,female,25-34 years,76,1409500,5.39,"311,528,948,848",19030,Boomers,Oceania
1530,Australia,1993,female,55-74 years,75,1392400,5.39,"311,528,948,848",19030,Silent,Oceania
1531,Australia,1993,female,15-24 years,50,1344900,3.72,"311,528,948,848",19030,Generation X,Oceania
1532,Australia,1993,male,5-14 years,5,1303300,0.38,"311,528,948,848",19030,Millenials,Oceania
1533,Australia,1993,female,5-14 years,2,1236400,0.16,"311,528,948,848",19030,Millenials,Oceania
1534,Australia,1994,male,75+ years,100,315900,31.66,"322,201,314,424",19469,G.I. Generation,Oceania
1535,Australia,1994,male,25-34 years,426,1414900,30.11,"322,201,314,424",19469,Boomers,Oceania
1536,Australia,1994,male,15-24 years,377,1396400,27.0,"322,201,314,424",19469,Generation X,Oceania
1537,Australia,1994,male,35-54 years,648,2441200,26.54,"322,201,314,424",19469,Boomers,Oceania
1538,Australia,1994,male,55-74 years,311,1345000,23.12,"322,201,314,424",19469,Silent,Oceania
1539,Australia,1994,female,35-54 years,162,2400300,6.75,"322,201,314,424",19469,Boomers,Oceania
1540,Australia,1994,female,75+ years,33,522900,6.31,"322,201,314,424",19469,G.I. Generation,Oceania
1541,Australia,1994,female,25-34 years,88,1411500,6.23,"322,201,314,424",19469,Boomers,Oceania
1542,Australia,1994,female,55-74 years,79,1411700,5.6,"322,201,314,424",19469,Silent,Oceania
1543,Australia,1994,female,15-24 years,55,1336300,4.12,"322,201,314,424",19469,Generation X,Oceania
1544,Australia,1994,male,5-14 years,3,1310100,0.23,"322,201,314,424",19469,Millenials,Oceania
1545,Australia,1994,female,5-14 years,1,1243200,0.08,"322,201,314,424",19469,Millenials,Oceania
1546,Australia,1995,male,25-34 years,440,1421100,30.96,"367,216,364,716",21902,Generation X,Oceania
1547,Australia,1995,male,75+ years,88,328300,26.8,"367,216,364,716",21902,G.I. Generation,Oceania
1548,Australia,1995,male,35-54 years,587,2507400,23.41,"367,216,364,716",21902,Boomers,Oceania
1549,Australia,1995,male,15-24 years,318,1374600,23.13,"367,216,364,716",21902,Generation X,Oceania
1550,Australia,1995,male,55-74 years,274,1366600,20.05,"367,216,364,716",21902,Silent,Oceania
1551,Australia,1995,female,35-54 years,180,2472200,7.28,"367,216,364,716",21902,Boomers,Oceania
1552,Australia,1995,female,25-34 years,91,1417500,6.42,"367,216,364,716",21902,Generation X,Oceania
1553,Australia,1995,female,15-24 years,81,1321300,6.13,"367,216,364,716",21902,Generation X,Oceania
1554,Australia,1995,female,55-74 years,79,1430300,5.52,"367,216,364,716",21902,Silent,Oceania
1555,Australia,1995,female,75+ years,28,539200,5.19,"367,216,364,716",21902,G.I. Generation,Oceania
1556,Australia,1995,male,5-14 years,4,1326300,0.3,"367,216,364,716",21902,Millenials,Oceania
1557,Australia,1995,female,5-14 years,0,1261500,0.0,"367,216,364,716",21902,Millenials,Oceania
1558,Australia,1996,male,75+ years,122,346100,35.25,"400,302,731,411",23526,G.I. Generation,Oceania
1559,Australia,1996,male,25-34 years,471,1431200,32.91,"400,302,731,411",23526,Generation X,Oceania
1560,Australia,1996,male,15-24 years,366,1364200,26.83,"400,302,731,411",23526,Generation X,Oceania
1561,Australia,1996,male,35-54 years,669,2574500,25.99,"400,302,731,411",23526,Boomers,Oceania
1562,Australia,1996,male,55-74 years,330,1387200,23.79,"400,302,731,411",23526,Silent,Oceania
1563,Australia,1996,female,35-54 years,182,2545300,7.15,"400,302,731,411",23526,Boomers,Oceania
1564,Australia,1996,female,25-34 years,98,1431400,6.85,"400,302,731,411",23526,Generation X,Oceania
1565,Australia,1996,female,55-74 years,86,1445900,5.95,"400,302,731,411",23526,Silent,Oceania
1566,Australia,1996,female,75+ years,28,563200,4.97,"400,302,731,411",23526,G.I. Generation,Oceania
1567,Australia,1996,female,15-24 years,59,1311800,4.5,"400,302,731,411",23526,Generation X,Oceania
1568,Australia,1996,male,5-14 years,8,1339500,0.6,"400,302,731,411",23526,Millenials,Oceania
1569,Australia,1996,female,5-14 years,7,1274800,0.55,"400,302,731,411",23526,Millenials,Oceania
1570,Australia,1997,male,25-34 years,529,1436732,36.82,"434,568,007,513",25234,Generation X,Oceania
1571,Australia,1997,male,75+ years,123,362657,33.92,"434,568,007,513",25234,G.I. Generation,Oceania
1572,Australia,1997,male,15-24 years,408,1343245,30.37,"434,568,007,513",25234,Generation X,Oceania
1573,Australia,1997,male,35-54 years,717,2632245,27.24,"434,568,007,513",25234,Boomers,Oceania
1574,Australia,1997,male,55-74 years,305,1415672,21.54,"434,568,007,513",25234,Silent,Oceania
1575,Australia,1997,female,35-54 years,219,2614291,8.38,"434,568,007,513",25234,Boomers,Oceania
1576,Australia,1997,female,25-34 years,109,1441724,7.56,"434,568,007,513",25234,Generation X,Oceania
1577,Australia,1997,female,75+ years,40,585676,6.83,"434,568,007,513",25234,G.I. Generation,Oceania
1578,Australia,1997,female,15-24 years,86,1293106,6.65,"434,568,007,513",25234,Generation X,Oceania
1579,Australia,1997,female,55-74 years,96,1465721,6.55,"434,568,007,513",25234,Silent,Oceania
1580,Australia,1997,female,5-14 years,7,1283025,0.55,"434,568,007,513",25234,Millenials,Oceania
1581,Australia,1997,male,5-14 years,7,1347206,0.52,"434,568,007,513",25234,Millenials,Oceania
1582,Australia,1998,male,25-34 years,579,1434140,40.37,"398,899,138,574",22897,Generation X,Oceania
1583,Australia,1998,male,35-54 years,773,2687916,28.76,"398,899,138,574",22897,Boomers,Oceania
1584,Australia,1998,male,15-24 years,353,1330598,26.53,"398,899,138,574",22897,Generation X,Oceania
1585,Australia,1998,male,75+ years,96,379719,25.28,"398,899,138,574",22897,G.I. Generation,Oceania
1586,Australia,1998,male,55-74 years,301,1444867,20.83,"398,899,138,574",22897,Silent,Oceania
1587,Australia,1998,female,25-34 years,109,1443163,7.55,"398,899,138,574",22897,Generation X,Oceania
1588,Australia,1998,female,35-54 years,202,2680955,7.53,"398,899,138,574",22897,Boomers,Oceania
1589,Australia,1998,female,75+ years,40,607609,6.58,"398,899,138,574",22897,G.I. Generation,Oceania
1590,Australia,1998,female,15-24 years,81,1280391,6.33,"398,899,138,574",22897,Generation X,Oceania
1591,Australia,1998,female,55-74 years,90,1486036,6.06,"398,899,138,574",22897,Silent,Oceania
1592,Australia,1998,male,5-14 years,6,1355317,0.44,"398,899,138,574",22897,Millenials,Oceania
1593,Australia,1998,female,5-14 years,2,1291019,0.15,"398,899,138,574",22897,Millenials,Oceania
1594,Australia,1999,male,25-34 years,511,1431712,35.69,"388,395,162,301",22016,Generation X,Oceania
1595,Australia,1999,male,75+ years,119,397612,29.93,"388,395,162,301",22016,G.I. Generation,Oceania
1596,Australia,1999,male,35-54 years,741,2733238,27.11,"388,395,162,301",22016,Boomers,Oceania
1597,Australia,1999,male,15-24 years,303,1326531,22.84,"388,395,162,301",22016,Generation X,Oceania
1598,Australia,1999,male,55-74 years,315,1482441,21.25,"388,395,162,301",22016,Silent,Oceania
1599,Australia,1999,female,25-34 years,117,1443911,8.1,"388,395,162,301",22016,Generation X,Oceania
1600,Australia,1999,female,35-54 years,201,2735588,7.35,"388,395,162,301",22016,Boomers,Oceania
1601,Australia,1999,female,15-24 years,70,1277560,5.48,"388,395,162,301",22016,Generation X,Oceania
1602,Australia,1999,female,55-74 years,74,1516348,4.88,"388,395,162,301",22016,Silent,Oceania
1603,Australia,1999,female,75+ years,21,630042,3.33,"388,395,162,301",22016,G.I. Generation,Oceania
1604,Australia,1999,male,5-14 years,10,1366184,0.73,"388,395,162,301",22016,Millenials,Oceania
1605,Australia,1999,female,5-14 years,6,1300535,0.46,"388,395,162,301",22016,Millenials,Oceania
1606,Australia,2000,male,25-34 years,466,1430700,32.57,"415,034,227,218",23219,Generation X,Oceania
1607,Australia,2000,male,75+ years,115,416077,27.64,"415,034,227,218",23219,G.I. Generation,Oceania
1608,Australia,2000,male,35-54 years,745,2769752,26.9,"415,034,227,218",23219,Boomers,Oceania
1609,Australia,2000,male,15-24 years,271,1333011,20.33,"415,034,227,218",23219,Generation X,Oceania
1610,Australia,2000,male,55-74 years,281,1522620,18.46,"415,034,227,218",23219,Silent,Oceania
1611,Australia,2000,female,25-34 years,106,1445332,7.33,"415,034,227,218",23219,Generation X,Oceania
1612,Australia,2000,female,35-54 years,200,2782583,7.19,"415,034,227,218",23219,Boomers,Oceania
1613,Australia,2000,female,15-24 years,78,1285283,6.07,"415,034,227,218",23219,Generation X,Oceania
1614,Australia,2000,female,55-74 years,87,1549060,5.62,"415,034,227,218",23219,Silent,Oceania
1615,Australia,2000,female,75+ years,33,652895,5.05,"415,034,227,218",23219,G.I. Generation,Oceania
1616,Australia,2000,male,5-14 years,8,1377301,0.58,"415,034,227,218",23219,Millenials,Oceania
1617,Australia,2000,female,5-14 years,1,1309796,0.08,"415,034,227,218",23219,Millenials,Oceania
1618,Australia,2001,male,25-34 years,489,1427829,34.25,"378,215,090,694",20860,Generation X,Europe
1619,Australia,2001,male,35-54 years,752,2803465,26.82,"378,215,090,694",20860,Boomers,Europe
1620,Australia,2001,male,75+ years,115,437528,26.28,"378,215,090,694",20860,Silent,Europe
1621,Australia,2001,male,15-24 years,280,1351444,20.72,"378,215,090,694",20860,Millenials,Europe
1622,Australia,2001,male,55-74 years,296,1566014,18.9,"378,215,090,694",20860,Silent,Europe
1623,Australia,2001,female,35-54 years,226,2827367,7.99,"378,215,090,694",20860,Boomers,Europe
1624,Australia,2001,female,25-34 years,109,1445867,7.54,"378,215,090,694",20860,Generation X,Europe
1625,Australia,2001,female,75+ years,39,677113,5.76,"378,215,090,694",20860,Silent,Europe
1626,Australia,2001,female,55-74 years,81,1585702,5.11,"378,215,090,694",20860,Silent,Europe
1627,Australia,2001,female,15-24 years,63,1303713,4.83,"378,215,090,694",20860,Millenials,Europe
1628,Australia,2001,female,5-14 years,4,1317968,0.3,"378,215,090,694",20860,Millenials,Europe
1629,Australia,2001,male,5-14 years,4,1386873,0.29,"378,215,090,694",20860,Millenials,Europe
1630,Australia,2002,male,25-34 years,452,1433165,31.54,"394,486,709,920",21474,Generation X,Europe
1631,Australia,2002,male,35-54 years,744,2820596,26.38,"394,486,709,920",21474,Boomers,Europe
1632,Australia,2002,male,75+ years,101,456942,22.1,"394,486,709,920",21474,Silent,Europe
1633,Australia,2002,male,15-24 years,246,1372770,17.92,"394,486,709,920",21474,Millenials,Europe
1634,Australia,2002,male,55-74 years,266,1626692,16.35,"394,486,709,920",21474,Silent,Europe
1635,Australia,2002,female,35-54 years,213,2845525,7.49,"394,486,709,920",21474,Boomers,Europe
1636,Australia,2002,female,25-34 years,103,1444148,7.13,"394,486,709,920",21474,Generation X,Europe
1637,Australia,2002,female,55-74 years,92,1643643,5.6,"394,486,709,920",21474,Silent,Europe
1638,Australia,2002,female,75+ years,36,696793,5.17,"394,486,709,920",21474,Silent,Europe
1639,Australia,2002,female,15-24 years,58,1316527,4.41,"394,486,709,920",21474,Millenials,Europe
1640,Australia,2002,female,5-14 years,4,1321845,0.3,"394,486,709,920",21474,Millenials,Europe
1641,Australia,2002,male,5-14 years,4,1391412,0.29,"394,486,709,920",21474,Millenials,Europe
1642,Australia,2003,male,25-34 years,394,1437607,27.41,"466,294,700,058",25059,Generation X,Europe
1643,Australia,2003,male,35-54 years,654,2840522,23.02,"466,294,700,058",25059,Boomers,Europe
1644,Australia,2003,male,75+ years,103,476387,21.62,"466,294,700,058",25059,Silent,Europe
1645,Australia,2003,male,15-24 years,243,1394989,17.42,"466,294,700,058",25059,Millenials,Europe
1646,Australia,2003,male,55-74 years,284,1681943,16.89,"466,294,700,058",25059,Silent,Europe
1647,Australia,2003,female,25-34 years,106,1444160,7.34,"466,294,700,058",25059,Generation X,Europe
1648,Australia,2003,female,35-54 years,195,2868971,6.8,"466,294,700,058",25059,Boomers,Europe
1649,Australia,2003,female,55-74 years,91,1697104,5.36,"466,294,700,058",25059,Silent,Europe
1650,Australia,2003,female,15-24 years,48,1333189,3.6,"466,294,700,058",25059,Millenials,Europe
1651,Australia,2003,female,75+ years,24,716236,3.35,"466,294,700,058",25059,Silent,Europe
1652,Australia,2003,female,5-14 years,7,1323202,0.53,"466,294,700,058",25059,Millenials,Europe
1653,Australia,2003,male,5-14 years,7,1393719,0.5,"466,294,700,058",25059,Millenials,Europe
1654,Australia,2004,male,25-34 years,386,1441319,26.78,"611,904,253,806",32454,Generation X,Europe
1655,Australia,2004,male,75+ years,126,489016,25.77,"611,904,253,806",32454,Silent,Europe
1656,Australia,2004,male,35-54 years,655,2868425,22.83,"611,904,253,806",32454,Boomers,Europe
1657,Australia,2004,male,55-74 years,293,1721736,17.02,"611,904,253,806",32454,Silent,Europe
1658,Australia,2004,male,15-24 years,205,1420482,14.43,"611,904,253,806",32454,Millenials,Europe
1659,Australia,2004,female,35-54 years,183,2902618,6.3,"611,904,253,806",32454,Boomers,Europe
1660,Australia,2004,female,25-34 years,82,1446557,5.67,"611,904,253,806",32454,Generation X,Europe
1661,Australia,2004,female,75+ years,40,726532,5.51,"611,904,253,806",32454,Silent,Europe
1662,Australia,2004,female,15-24 years,67,1364452,4.91,"611,904,253,806",32454,Millenials,Europe
1663,Australia,2004,female,55-74 years,69,1741477,3.96,"611,904,253,806",32454,Silent,Europe
1664,Australia,2004,male,5-14 years,7,1402222,0.5,"611,904,253,806",32454,Millenials,Europe
1665,Australia,2004,female,5-14 years,1,1329715,0.08,"611,904,253,806",32454,Millenials,Europe
1666,Australia,2006,male,35-54 years,686,2894571,23.7,"745,521,862,833",39014,Boomers,Europe
1667,Australia,2006,male,75+ years,114,506926,22.49,"745,521,862,833",39014,Silent,Europe
1668,Australia,2006,male,25-34 years,277,1442942,19.2,"745,521,862,833",39014,Generation X,Europe
1669,Australia,2006,male,55-74 years,309,1772439,17.43,"745,521,862,833",39014,Silent,Europe
1670,Australia,2006,male,15-24 years,230,1446866,15.9,"745,521,862,833",39014,Millenials,Europe
1671,Australia,2006,female,35-54 years,195,2934459,6.65,"745,521,862,833",39014,Boomers,Europe
1672,Australia,2006,female,55-74 years,115,1798232,6.4,"745,521,862,833",39014,Silent,Europe
1673,Australia,2006,female,75+ years,41,743060,5.52,"745,521,862,833",39014,Silent,Europe
1674,Australia,2006,female,25-34 years,74,1444570,5.12,"745,521,862,833",39014,Generation X,Europe
1675,Australia,2006,female,15-24 years,68,1388615,4.9,"745,521,862,833",39014,Millenials,Europe
1676,Australia,2006,male,5-14 years,7,1404186,0.5,"745,521,862,833",39014,Millenials,Europe
1677,Australia,2006,female,5-14 years,1,1332380,0.08,"745,521,862,833",39014,Millenials,Europe
1678,Australia,2007,male,25-34 years,341,1470431,23.19,"851,962,785,585",43171,Generation X,Europe
1679,Australia,2007,male,35-54 years,687,2977977,23.07,"851,962,785,585",43171,Boomers,Europe
1680,Australia,2007,male,75+ years,124,539184,23.0,"851,962,785,585",43171,Silent,Europe
1681,Australia,2007,male,55-74 years,305,1877160,16.25,"851,962,785,585",43171,Silent,Europe
1682,Australia,2007,male,15-24 years,234,1515524,15.44,"851,962,785,585",43171,Millenials,Europe
1683,Australia,2007,female,35-54 years,219,3025248,7.24,"851,962,785,585",43171,Boomers,Europe
1684,Australia,2007,female,55-74 years,118,1911478,6.17,"851,962,785,585",43171,Silent,Europe
1685,Australia,2007,female,25-34 years,90,1460752,6.16,"851,962,785,585",43171,Generation X,Europe
1686,Australia,2007,female,15-24 years,66,1440419,4.58,"851,962,785,585",43171,Millenials,Europe
1687,Australia,2007,female,75+ years,33,770691,4.28,"851,962,785,585",43171,Silent,Europe
1688,Australia,2007,male,5-14 years,8,1408182,0.57,"851,962,785,585",43171,Generation Z,Europe
1689,Australia,2007,female,5-14 years,4,1337384,0.3,"851,962,785,585",43171,Generation Z,Europe
1690,Australia,2008,male,35-54 years,765,3015761,25.37,"1,052,584,601,611",52315,Boomers,Europe
1691,Australia,2008,male,25-34 years,354,1512033,23.41,"1,052,584,601,611",52315,Generation X,Europe
1692,Australia,2008,male,75+ years,121,552931,21.88,"1,052,584,601,611",52315,Silent,Europe
1693,Australia,2008,male,55-74 years,357,1935161,18.45,"1,052,584,601,611",52315,Silent,Europe
1694,Australia,2008,male,15-24 years,228,1560974,14.61,"1,052,584,601,611",52315,Millenials,Europe
1695,Australia,2008,female,35-54 years,231,3066609,7.53,"1,052,584,601,611",52315,Boomers,Europe
1696,Australia,2008,female,25-34 years,90,1494968,6.02,"1,052,584,601,611",52315,Generation X,Europe
1697,Australia,2008,female,55-74 years,97,1974752,4.91,"1,052,584,601,611",52315,Silent,Europe
1698,Australia,2008,female,15-24 years,60,1473105,4.07,"1,052,584,601,611",52315,Millenials,Europe
1699,Australia,2008,female,75+ years,27,781742,3.45,"1,052,584,601,611",52315,Silent,Europe
1700,Australia,2008,male,5-14 years,8,1411650,0.57,"1,052,584,601,611",52315,Generation Z,Europe
1701,Australia,2008,female,5-14 years,3,1340626,0.22,"1,052,584,601,611",52315,Generation Z,Europe
1702,Australia,2009,male,35-54 years,755,3051649,24.74,"926,448,240,318",45128,Boomers,Europe
1703,Australia,2009,male,75+ years,135,566784,23.82,"926,448,240,318",45128,Silent,Europe
1704,Australia,2009,male,25-34 years,336,1567118,21.44,"926,448,240,318",45128,Generation X,Europe
1705,Australia,2009,male,55-74 years,349,1991883,17.52,"926,448,240,318",45128,Silent,Europe
1706,Australia,2009,male,15-24 years,210,1605456,13.08,"926,448,240,318",45128,Millenials,Europe
1707,Australia,2009,female,35-54 years,221,3104929,7.12,"926,448,240,318",45128,Boomers,Europe
1708,Australia,2009,female,25-34 years,103,1541393,6.68,"926,448,240,318",45128,Generation X,Europe
1709,Australia,2009,female,55-74 years,116,2037989,5.69,"926,448,240,318",45128,Silent,Europe
1710,Australia,2009,female,75+ years,43,792218,5.43,"926,448,240,318",45128,Silent,Europe
1711,Australia,2009,female,15-24 years,66,1506719,4.38,"926,448,240,318",45128,Millenials,Europe
1712,Australia,2009,female,5-14 years,3,1345910,0.22,"926,448,240,318",45128,Generation Z,Europe
1713,Australia,2009,male,5-14 years,0,1417269,0.0,"926,448,240,318",45128,Generation Z,Europe
1714,Australia,2010,male,35-54 years,816,3076853,26.52,"1,144,260,547,873",54887,Generation X,Europe
1715,Australia,2010,male,75+ years,151,582009,25.94,"1,144,260,547,873",54887,Silent,Europe
1716,Australia,2010,male,25-34 years,311,1606526,19.36,"1,144,260,547,873",54887,Generation X,Europe
1717,Australia,2010,male,55-74 years,360,2051197,17.55,"1,144,260,547,873",54887,Silent,Europe
1718,Australia,2010,male,15-24 years,222,1618860,13.71,"1,144,260,547,873",54887,Millenials,Europe
1719,Australia,2010,female,35-54 years,228,3132534,7.28,"1,144,260,547,873",54887,Generation X,Europe
1720,Australia,2010,female,25-34 years,94,1579905,5.95,"1,144,260,547,873",54887,Generation X,Europe
1721,Australia,2010,female,75+ years,43,805401,5.34,"1,144,260,547,873",54887,Silent,Europe
1722,Australia,2010,female,15-24 years,80,1521652,5.26,"1,144,260,547,873",54887,Millenials,Europe
1723,Australia,2010,female,55-74 years,104,2103428,4.94,"1,144,260,547,873",54887,Silent,Europe
1724,Australia,2010,male,5-14 years,7,1420846,0.49,"1,144,260,547,873",54887,Generation Z,Europe
1725,Australia,2010,female,5-14 years,4,1348336,0.3,"1,144,260,547,873",54887,Generation Z,Europe
1726,Australia,2011,male,75+ years,146,588053,24.83,"1,394,280,784,778",66770,Silent,Europe
1727,Australia,2011,male,35-54 years,704,3072726,22.91,"1,394,280,784,778",66770,Generation X,Europe
1728,Australia,2011,male,25-34 years,347,1610295,21.55,"1,394,280,784,778",66770,Millenials,Europe
1729,Australia,2011,male,55-74 years,366,2104816,17.39,"1,394,280,784,778",66770,Boomers,Europe
1730,Australia,2011,male,15-24 years,242,1570069,15.41,"1,394,280,784,778",66770,Millenials,Europe
1731,Australia,2011,female,35-54 years,230,3124328,7.36,"1,394,280,784,778",66770,Generation X,Europe
1732,Australia,2011,female,15-24 years,93,1495053,6.22,"1,394,280,784,778",66770,Millenials,Europe
