AED1,PI,IA,MD,AL,Disciplinas Trancadas,Total de Os,Faltas,CR,Class
6.253472629786827,10.0,8.247651629782279,8.853571081278583,8.688364100737287,2,0,0,3.668131795752535,1
1.9211959641647534,5.59030353660973,4.950600707642943,7.867637380389862,3.699788553936477,4,1,3,2.021962366518589,0
7.5007962844423375,10.0,9.473538676719553,10.0,9.064511375380462,3,0,1,3.0469320588293316,0
9.483261555113117,7.205250103900814,7.490889259469942,10.0,10.0,2,1,0,3.3861744927713096,0
6.664941511155737,9.534626685738099,8.261780734340501,6.606851827891999,4.518444565351297,5,1,3,2.9323181933700067,0
0.0,0.6142273421407851,0.0,2.048470974524804,0.0,5,3,3,0.0,0
9.198085372095154,5.814787732061532,7.018445293965814,7.78729645685508,7.402226374622741,4,0,4,3.0200889056923685,0
6.647710054784434,6.090445483136459,9.474094715626723,8.034506220273165,8.443583809039492,3,0,0,2.5106059237327476,0
5.089090684067859,4.494173083003776,6.984309039667514,6.707927767419447,9.873063782802852,2,0,1,3.054845212175228,0
7.059453302971785,3.058879457769859,3.5943603812649623,5.059102511396602,4.603318151399239,3,2,5,1.8610958462037352,0
10.0,8.306786753492013,8.612540300551883,6.76283747813291,8.738438271441709,0,0,0,4.0,1
2.679449370846796,4.707219737957871,4.543827166147823,3.3137639478095604,4.266935439981981,3,3,4,1.3504467891240552,0
9.401141005857031,10.0,8.594885438283022,9.569002832198397,8.03686143085656,2,1,3,3.8716347892653493,1
10.0,7.430508265502176,9.427782838155295,8.648772088066073,9.139619296393438,3,1,0,4.0,1
2.607385035920479,1.497868839285049,2.2840787514016867,1.7098765168418586,0.0,4,0,5,0.5392966612966188,0
0.9457316260655144,0.0,0.0,0.0,1.8398734025379015,5,2,2,0.0,0
0.0,0.0,0.6028827257441121,0.01880169070351778,2.9488576588516198,5,3,1,0.4659392885045732,0
8.705868868460918,4.561245297066096,10.0,8.184791661307221,10.0,3,0,0,3.0751772849480887,1
7.061958009659383,5.1777877970207395,6.517000579309949,8.964100271332253,6.04883634746983,3,0,0,3.292954130663098,0
7.799214987024294,7.171104626538207,6.068098217098233,3.7688846405674625,4.475935333100599,2,3,2,2.134883190866325,0
7.457065012348416,5.882634512125225,6.248705564906963,7.1316279147114265,8.981463035382365,3,2,4,2.44074540798382,0
0.0,0.0,0.8885525401984933,1.0906110570967726,0.0,3,0,5,0.2596488926989765,0
10.0,9.263793637733176,8.919468976514143,10.0,10.0,1,1,1,4.0,1
5.57465777220945,7.733476232563726,4.537363856534818,7.856777906210013,9.37736491536971,4,2,0,2.482934824341332,0
0.0,0.0,1.8093503562153543,2.9654335475873905,0.0,3,1,4,0.5589921733058194,0
8.702968572626641,6.404695912486381,10.0,10.0,5.545050657005511,3,0,0,3.2420987912523156,1
6.118671602898525,9.425480859410786,6.254987462501107,9.3490056426235,8.761542474763996,2,0,3,2.7189092050507084,1
10.0,9.104749867189806,8.782718437542357,9.624197406682885,9.636282339896244,2,0,2,4.0,1
8.302589822699538,5.889359677752428,6.542793386343543,6.424584297919398,10.0,2,1,3,2.205258521119313,1
0.0,0.6727634215621658,0.0,1.7260769446398267,0.0524730613167641,5,2,5,0.5651926479241872,0
10.0,10.0,8.424407680224114,7.001498081798859,6.748981638084768,1,0,3,3.2196656972177258,1
0.0,0.0,0.0,2.9818944769793685,0.7586745900124909,3,0,5,0.8406651884773904,0
1.1909209794799587,0.6480025972752788,1.5562166241922597,5.2749487225666964,0.0,4,3,0,0.7414045180031146,0
10.0,10.0,6.749082427214802,7.341044357539796,6.517602427027084,1,1,2,3.5191856933080996,1
6.506747919933032,10.0,5.67541447738725,6.872653328522285,8.975651425993034,0,1,3,3.8440447925590147,1
10.0,7.0196038902347535,10.0,6.067771775279667,8.051734159243063,1,0,1,3.638667401511318,1
8.140809425211506,8.073734158714396,10.0,8.685930763216124,9.36942833375275,3,3,3,3.862721407654227,0
6.77988300523959,9.763711381686651,4.7719929594202455,7.190355961317175,5.723552073108344,3,3,4,2.477507199549816,0
10.0,5.531133064523008,8.616673249033614,6.563251760015621,9.543457251446611,2,0,3,3.168542879143543,1
9.093731145732946,8.626188290589665,7.120555593525365,5.946064721891984,10.0,5,3,1,3.1635762669659213,0
8.61948198213787,6.033793880996584,4.77505448387982,4.186963831378891,7.876795180949525,3,1,2,2.8599364059301404,1
8.357575600369177,6.759717290829031,6.851510662095788,10.0,9.832270198000128,2,1,2,3.099233355575328,1
10.0,7.788822986147348,5.434563335220222,9.792437230014258,6.641057055238877,3,1,0,2.501837432276101,1
5.784605073021931,8.340418707398243,10.0,10.0,5.608240271198311,2,0,4,2.9845890918634344,0
9.12315800808906,10.0,10.0,5.943503591570461,7.561240832088768,2,0,2,3.5655082055899805,0
6.02105785358209,5.880823471524982,9.127428764108574,10.0,9.825139598494795,0,0,1,3.614390792487343,1
9.679131534447684,9.157248198461648,8.935594724736964,10.0,10.0,2,1,3,3.5570538224980677,0
0.8731821606719183,0.0,0.5688160524602672,2.6377457785430867,0.0,3,0,3,0.4220200244007999,0
6.092914675571801,10.0,10.0,5.994502021436871,7.3009387057610144,5,3,5,3.3011743179645996,0
0.0,0.48031725689592397,1.9947837666654742,0.0,0.0,2,0,5,0.12131547613821081,0
7.772783343088673,5.765817962523375,6.041234590230388,4.390415826800341,7.802353863437859,2,0,5,1.9724828725536487,0
7.877677302457512,7.4082036523545485,9.033193957548573,7.242579071955012,7.08720337269929,4,0,2,3.567075254912617,0
10.0,8.607530674042275,9.903239471197644,10.0,9.926122431647599,3,1,2,3.534834591126743,1
9.539891314852463,4.486942429583915,9.182554721975304,5.320828750302771,9.59315957060895,1,0,2,2.9905990432210383,1
8.76013237405494,6.960685769270328,10.0,7.529797849032674,10.0,1,0,0,3.8056251971320187,1
9.171015304226758,10.0,9.081328887994744,8.383228352923583,10.0,3,1,1,3.1601941297149323,0
5.442570659762072,4.9005062426147745,0.9642157674783296,4.806755218490651,3.027903922911493,2,1,0,1.3373787250719098,0
10.0,7.446003823911351,7.050399921177478,9.083288998366534,5.68669331949449,3,1,3,2.6478202692530113,1
5.9280499994407005,4.331593569254217,0.9898655890356354,2.5773778402037757,0.8025963125367106,5,0,5,1.3006290189263205,0
8.52521784435054,8.915794277215106,7.920768209372167,6.275020419471059,6.6691928759642565,3,0,0,2.8568687829355954,1
6.48146649598675,4.737323322541612,7.885559279958582,2.7924896226846228,2.055787038414436,3,2,2,1.9475332513097647,0
4.304437945496653,1.6258618612396463,3.10964783017032,1.5048552603080896,4.682707604572329,5,0,2,0.6739033745675896,0
5.749175116506463,5.221391720449512,7.025686333000943,4.700629971481078,6.666301371541062,4,2,5,2.592089336787007,0
5.2201648187715275,10.0,5.112673814465875,8.360321415265439,10.0,1,1,3,2.9284228378489807,1
0.8056045751957548,1.8598931476328522,0.0,1.2595018603668882,2.387738034730023,5,3,3,1.107226248031683,0
8.448958709379943,10.0,6.778790627680281,10.0,10.0,0,1,0,4.0,1
5.283732247003309,9.788563447340838,7.304490676809425,8.874519503920048,6.610404918358216,2,1,0,2.3034486255073148,0
6.4567171836004915,8.729355055845748,10.0,5.738733948063884,5.699131205903965,2,0,0,3.081819755020731,1
5.462909710589429,1.7889414421158203,5.899484064674937,5.082967354338841,6.205991850629541,2,1,3,2.226991286628286,0
2.650513418856333,0.0,1.9809868403874642,1.8092404301852127,0.0,2,3,4,0.0,0
7.932449114195906,8.292821313734397,4.565922458736514,6.332089413745756,5.687062152331274,3,1,4,1.8556070943520262,0
3.7380278100719293,5.323749352731653,1.9233600488676328,4.83018458153245,7.709623946893281,5,0,3,2.466733505671675,0
8.25376748572808,7.59491785139234,10.0,10.0,7.714310525504645,1,1,3,3.8093054513155034,1
2.8451196176429283,5.051497767145471,5.586053170461629,1.9138539329344242,4.143844462238618,3,1,5,0.9409795304537715,0
9.053072929118379,5.407434771377766,9.656509473047835,9.5849313455317,10.0,1,1,3,4.0,1
9.476782085818112,4.724389085085192,6.246770846101322,8.074181252897958,5.289673724907388,4,2,0,2.706117591502099,0
10.0,10.0,10.0,10.0,7.080121054257832,0,1,2,3.6504478328299994,1
7.6731411822389335,8.347458305253452,10.0,7.726385483255909,10.0,3,2,4,4.0,0
8.117375417752452,6.2685328434864775,8.00407751614269,8.195960977411303,7.95046966614216,2,0,1,2.6180092496732525,1
4.643784956507872,5.310630655719709,0.695500778592697,2.416656596836888,3.531065093599246,3,2,2,1.063768439488704,0
9.089052709633805,7.143875836332947,7.257614491520365,7.854435506144921,10.0,1,1,2,3.467939521094323,1
4.782616436698506,8.974477841502694,4.691375242346529,8.679242399582613,6.145915584733227,1,0,3,2.9233419251677484,1
8.501728627706132,7.792937857471241,7.89852695630651,5.589614797350077,10.0,1,1,2,3.0810631774638093,1
6.467595263943868,8.219630280440303,7.020631633677596,6.01646987849859,4.654427367385251,3,0,0,3.9890346137567496,0
7.629272048288833,8.363652478534235,6.830486324813741,9.794358361833481,9.326934601251038,1,0,1,2.9188388753538055,1
5.471493367132069,6.037052061647235,10.0,9.257800714192364,9.78557156911215,2,0,0,4.0,1
8.103315544416088,8.050894773535658,6.019429215783906,7.113461869679812,6.113910795417286,5,2,2,2.1237305885375144,0
6.31035986534739,6.838122741260421,7.428561196590266,6.683025271554935,10.0,2,1,2,2.8877090033530544,1
7.200853368898343,8.094570531363662,8.989804884601014,10.0,9.3455851658914,1,0,1,4.0,1
4.750662648346786,6.218460655613494,10.0,5.770823945716813,7.2455452155267785,3,0,3,3.1533453238291207,1
6.341678900626002,5.957810198384592,5.369466175312316,8.13892259900502,9.647650380529296,2,0,1,3.1619279659205435,0
6.104430512665893,7.891618482772854,10.0,10.0,6.963055934988484,0,0,3,3.5575847772077203,1
0.0,2.62161692332279,0.1744857419543484,1.00080257642031,0.0,3,1,1,0.8483500911404956,0
8.980512636703569,7.2194755181637325,6.9430111293183945,6.382368288149875,5.0984921091098805,3,1,0,2.4352801988665527,1
0.0,0.0,2.765151012646185,2.894954528398536,0.0,5,3,0,0.0,0
0.0,2.1755238352942694,0.997724217242852,0.0,0.0,2,3,0,0.10176951047717944,0
7.051635021234091,8.965645265012105,6.058253578512645,9.894205649519023,5.127738479907381,3,1,3,3.541460195045965,1
0.9118360039621476,4.401519047552972,2.844585573847746,0.9636556471950173,2.855041031238712,5,0,2,0.34980609249996186,0
2.5188179771886077,0.0,0.0,0.6748745532169069,0.0,5,3,2,0.7644422419250462,0
10.0,10.0,9.439614117317188,10.0,6.363857240986393,3,0,0,3.523002549446208,1
3.8269703252927867,5.382533397439876,3.761077101018137,4.795753254443733,5.381609740309498,2,3,1,1.5251847532764593,0
8.308142624334163,7.053677445684872,10.0,6.971301888502679,6.970864593105658,3,1,0,3.4732331262985636,1
6.0270321908067235,6.822981670399566,4.136992946569917,2.2940837352602887,4.997542030080396,3,3,3,1.7361228892451752,0
9.402387356208006,8.531520926707888,9.89174076491729,10.0,9.40018569476182,0,1,0,3.2737865176335887,1
7.14782425518849,5.337654660806173,8.737994122724968,6.562624534521809,9.292478692887828,3,0,1,4.0,1
6.086437978020692,6.72138167630192,7.576141399974242,8.089619273875197,6.38906699483171,4,0,0,2.2254102625735985,0
8.821276657953348,9.237448512007976,6.371737947517303,5.484320741086475,7.864611208407454,1,0,0,4.0,1
0.0,1.9559928759946192,0.0,0.0,0.0,2,3,2,0.1409709951015129,0
9.166007764005242,3.5558881326643244,4.852923955533251,6.582926365244611,8.13474504945872,0,0,1,2.3398889288295686,1
7.331875660439373,7.783608596761953,6.4766342295203385,9.690357801724971,6.056947716045058,4,2,1,1.7505215003875325,0
0.7829589097743606,2.1976629221508626,1.886234237482312,1.102243419219107,2.9476899276062154,3,1,2,0.09021721061628474,0
6.400045536102429,10.0,10.0,8.25547583707289,9.399425722111669,2,0,0,3.9675546172457326,1
7.225002843022403,10.0,9.659664484045766,6.026719328938676,6.518658829069524,3,1,2,3.337631172262866,1
4.828878984539213,8.1695379970774,5.614737727919539,8.8862985181718,6.965421166861095,2,0,3,3.1110330075108017,1
0.0,0.0,2.563841790979679,0.2837812731917948,0.0,3,3,2,1.292959131405282,0
5.313982183684082,2.426521245698088,0.997350550402627,6.2967182555796715,5.017716421155478,2,3,5,1.4077987944859722,0
6.032428617169456,8.508690338471375,5.113912383354021,4.947070949678232,7.549033815239079,3,0,1,2.4235554818951317,0
8.790995906576867,5.586832280971464,6.882358602616235,9.606077157639504,8.871755175716505,0,1,1,2.1929339516490685,1
2.3233226180131306,2.5664387636205106,0.0,1.935123597057662,1.4774614058541067,4,3,3,0.9267814113957158,0
8.244818519835444,10.0,10.0,6.969964045613598,8.566755603316409,3,2,5,3.788477916014262,0
9.539145031793826,9.732199693937654,6.710741845582214,10.0,9.145453135071662,2,0,2,3.3480563943641535,1
7.874311055698645,10.0,8.530592374099957,9.06706387469802,10.0,1,0,2,3.7708325450228757,1
1.2144082069150617,3.4378287740551756,3.8850002345556214,3.80796895651611,1.6117272217943244,3,2,2,1.8547955018774436,0
9.625507769223045,10.0,8.681123871405148,9.843774221410188,10.0,3,1,2,4.0,1
6.559170720515806,8.024036704844336,10.0,7.32796397713544,10.0,2,1,3,3.350634434609852,1
6.698562829505905,10.0,7.592516688644639,7.890199016570289,9.375415718556958,0,1,1,3.439410809298425,1
2.854323536955199,1.3761387771531928,0.9371587099935961,0.7850464156099544,5.096154959107819,2,2,2,1.0512720145427517,0
9.649117271773564,4.8920246102941185,7.390929838375076,8.15281866389357,8.875484619167949,3,0,2,3.77263088419122,0
7.16757544822704,10.0,8.79631965791064,8.3155536428503,6.374196722148751,0,1,2,3.016269092206012,1
10.0,7.882309106949691,6.670668734608328,10.0,5.333485558814384,2,1,0,4.0,0
8.6127994433805,6.022830992486268,4.939017899851786,8.427507090265383,7.697791281810438,2,0,0,4.0,1
7.523070994629703,4.252262069766013,7.65160988661839,7.045502223264619,8.15287790148257,0,1,3,1.9973736559321853,1
8.476351286126633,8.610878242244572,7.16162874636742,7.704925666780659,10.0,1,0,2,2.5969190063774406,1
8.33976022568419,4.364307759563575,8.799705282323124,7.867895163977266,8.416867745060191,3,3,0,2.0171937145300376,0
7.762090864156385,9.019710253089487,7.670064448095643,10.0,5.559198570858595,2,1,5,3.019885461902636,0
8.21945586603751,5.511574376983938,8.725530364386819,6.167246248195205,5.986449649411314,5,3,3,2.1034905816705347,0
6.666001161995548,8.763127917460675,6.135731336975824,7.256585391389968,10.0,0,0,1,3.030777908812303,1
6.454804438437922,10.0,7.239354604200194,5.804758895353448,9.044606970579148,2,1,0,3.133354277720992,1
1.0477640185717534,5.2848832640360435,3.7203630945606108,6.23281789878159,4.570581449111941,3,0,0,1.547297698273357,0
9.719988046956722,8.322636342530508,5.131654813279836,9.303383670546157,9.319217373514139,5,1,2,3.3786831487513997,0
5.895579744839595,8.141814840469067,4.134496069315306,2.5040006876450325,3.054848018571585,3,0,3,1.1276642978473708,1
5.2562169046896745,6.815193256700017,5.844488637641891,3.86125429918732,8.842126947659981,3,0,5,1.3569345635373466,0
10.0,10.0,7.2623077316406635,10.0,10.0,0,1,0,4.0,1
9.228719959764959,8.92053670670809,10.0,7.035389213553098,5.94925935362996,0,1,0,3.2864288031627096,1
10.0,10.0,5.830344809604222,7.169833240240084,7.433175186966715,5,1,3,3.3472591317050364,0
8.967585145350256,10.0,9.50066126241967,7.38305173661864,7.02551603216283,3,2,3,4.0,0
0.0,2.1308245564438044,0.5090016006141944,0.0,1.3318161018785855,5,3,3,0.16072584417555147,0
0.0,1.1192736598983322,0.0,0.0,0.0,4,2,4,0.0,0
2.9835948932842316,0.5379847090435343,0.1162460810743342,0.0,0.0,2,2,2,0.0,0
8.970016722708989,7.4902896358682165,7.78586704664914,8.74900320231548,4.728245716588862,3,0,5,2.8466614760172875,0
6.742536731832448,7.412364285624035,5.37877079879038,10.0,6.5158459175612675,1,0,0,3.3367928658681554,1
4.05162721008261,3.548133487260693,6.511560773375835,2.778464726798382,7.4811213598806034,3,2,5,1.6200427365055945,0
9.168487712257521,8.959293871962057,6.483105315301708,6.203750055098152,4.798360913671888,2,1,2,3.6846175205914555,1
0.8477942635808766,0.8098255393035987,1.573817079798956,1.846037174274188,1.8375983253246613,2,1,2,0.0,0
4.906728652345424,9.57474760107804,4.057401412041582,10.0,7.702253152258168,0,0,1,2.6370908315191466,1
8.629672556110854,8.494832762435433,3.509805877005678,8.114675789013653,6.097623966820887,3,0,2,2.7929592224801527,0
7.516931613058341,5.564216361233324,7.562499415313054,10.0,5.851532072602175,4,1,3,2.563429277679025,0
7.603922583897182,7.047499732582009,9.953636958031982,9.51545156790571,9.74287293709752,1,0,3,3.3501380297643557,1
6.257566501680303,10.0,6.649879874409969,6.624674231956887,6.922139827504821,1,1,2,3.481846713564697,1
9.817433701222292,10.0,9.95391320673826,7.752138216465421,6.347951569510897,2,1,3,2.7633223176928174,1
0.0,1.273828847764916,0.0,0.0,1.0190783224346784,2,0,5,0.0,0
5.781116984954544,9.068996777363552,8.508114441936835,7.330322333631045,5.295790844168268,2,1,3,3.154387432654554,0
9.037839352222305,10.0,9.842442986099517,5.26158187599969,9.421603605537218,3,0,1,3.5031846321098192,1
7.495371133529797,10.0,9.844079248646992,8.927020608178985,5.457030812047346,2,0,2,3.9238233765111774,0
9.237816714246033,9.677738639314107,10.0,10.0,5.960179325375945,0,0,3,4.0,1
10.0,8.901287259732566,6.376741242931984,9.553883029496653,10.0,4,3,1,2.9825793286470508,0
4.155230783516311,9.279493393676567,7.373963869755458,3.447622415950832,9.10487828674636,4,0,4,2.1472858745800147,0
6.738634673182715,6.9166229480128685,7.083601507156311,5.662615539485178,6.604887477860671,0,1,2,3.5178412694233625,1
2.603449298381433,0.0,0.0,0.5239278532187326,0.0,4,2,4,0.0,0
5.568976268469521,4.788962679430035,3.773306168398327,5.874377958395051,5.253912914120861,2,0,1,1.2311354896736937,0
5.458230507365049,8.689833042598453,9.079086395762552,6.737377769437776,6.51573678033068,1,1,2,3.5148866884277177,1
0.0,2.4755621730065513,0.0,0.0,2.907746063855459,5,3,4,0.7638976070344632,0
0.0,0.0,1.6629918238183787,0.0,0.0,2,0,0,0.12501151226944174,0
10.0,7.607692531612332,7.153295802357034,10.0,7.264218180559905,2,1,0,3.3345003221587595,0
9.208388116654742,10.0,6.848956219945628,8.774982544714518,10.0,3,0,2,4.0,1
6.039754875424919,10.0,7.640241115797098,10.0,10.0,5,1,0,3.093528296753827,0
0.9804205071635685,0.23923862740745294,2.625864246973361,1.310602810698402,2.1011870907008117,2,1,1,0.9554190311588937,0
2.6776006450343126,5.769262940539729,2.159461521079618,2.2599335980979642,6.119949202967225,2,2,0,1.5022873294765275,0
8.58895690541138,8.083139628331901,10.0,6.433274061624172,9.241423440869303,2,0,3,3.767875195427573,1
8.916963852266164,8.372716682474085,7.279195202846948,6.301259115851408,4.288744919920167,2,0,3,3.34254398199258,1
6.053433372419108,8.613373636175353,4.946930625508044,5.612535736526811,5.174785655945419,3,1,1,2.069735873763636,1
5.576140992362221,6.302727560938825,6.5366013890378865,9.835565939746452,5.121490763751454,2,0,0,2.402116653814604,1
6.434297649662992,1.880116257338737,1.5180658445359363,6.523172609422981,6.628734719392048,2,3,0,1.5703155126192645,0
8.923708041593063,5.184213691009646,3.6752750665258276,8.818697771300872,9.297863831097999,5,1,4,3.005024154867633,0
5.572931902559753,7.167456027826404,7.688214543561006,4.706360638239762,7.220307934465678,2,1,3,2.2869668625119073,1
8.687249484413645,5.560350966453873,6.167612021432572,6.12000773107023,8.458990556316621,3,1,5,2.3985755387534624,0
7.408691409136017,8.110555276152649,7.7676728456994795,4.609843257897731,6.926915483338901,2,0,4,3.354888709215242,0
4.049109320870481,6.460288221021687,3.947789092153898,3.3574468477671173,5.435259635324743,4,3,3,1.5072816668507658,0
5.607489109034204,10.0,6.245326944067969,8.652266938623452,5.250851660537932,2,0,4,3.207869116650227,0
6.1421174661779165,5.942161176701783,6.8027541312076085,10.0,6.106085414662605,3,0,3,3.716438033911894,1
6.356507094517264,8.626558725934457,8.000479237763418,6.586232057633966,8.9066653394235,5,3,1,2.3157465027504043,0
4.489957527655937,9.695895481703602,5.600066879045306,7.237234915062523,5.934673667798386,3,1,0,2.745965619848495,0
6.077552373236034,8.86652249855321,7.102564923625999,10.0,6.118416679769815,1,0,1,3.293661851780996,1
5.345497051936711,6.206314067304045,7.738421626106909,9.22183411469538,7.957885004597751,0,0,3,3.200335730624973,1
8.26411661099796,5.893729411709441,8.33746693299775,8.08608404712895,8.87468331003424,3,0,3,3.693704977437968,1
9.935592326059401,5.239466203037262,7.390353325232564,5.660218185954818,7.908194406825957,1,1,3,3.429903542666571,1
9.620569084315012,10.0,7.921805085771091,5.1783405663377895,7.3599036283923995,1,1,2,3.480775566377063,1
8.38880500068637,8.089666168088629,6.33344929952691,7.45317119698916,8.565792380351265,1,1,3,3.791198023422871,1
2.877914891897449,0.0,0.0,0.1999898796868531,2.947382933343518,2,0,3,1.7284347455418692,0
2.1959933079731826,0.17991256595319172,0.0,0.0,1.809105943117391,4,2,3,0.6848590817092843,0
4.285138948466857,4.888945572167062,3.9402779628608293,1.538741845641022,2.195142243339289,4,0,2,0.4274838348980081,0
7.27343774700601,10.0,10.0,10.0,9.690959058260624,3,1,5,3.4264437896151905,0
7.7110469049596695,7.4167361577438955,3.130336400006207,5.287499952025517,6.31657644154755,3,3,4,2.5722165867073823,0
6.153145754046243,10.0,10.0,10.0,10.0,1,1,0,4.0,1
7.923467118459094,9.782000367372916,9.662285496688432,10.0,8.234429142473335,0,0,2,3.6325303553926167,1
3.3460459687719464,2.334224113846019,3.094351337383555,4.253135113986711,3.8434544861943536,5,1,5,0.734335989723027,0
2.62745613861136,1.591444396476874,4.731321915720885,5.785959725599152,1.4291151907898332,4,3,1,1.4423256183258706,0
5.875493528480601,10.0,10.0,4.953111448723594,5.858652963145057,2,0,1,2.9469202192768282,1
7.757044440291452,3.3572169119565345,3.38333556386053,4.869091773721953,6.1310841051865115,3,3,1,2.378485744123478,0
8.998945445782974,9.687538955654173,9.633930731693374,9.610629532094755,10.0,0,0,1,4.0,1
6.9929213091728055,4.375795911223414,3.470108975076461,7.6735133933024136,4.850341774677764,2,0,0,2.553365381531129,0
7.955634275067637,4.377773830877143,6.654273783601767,4.420540791022587,5.663883362792425,3,0,4,2.3336611151503592,0
8.82655280780121,8.744683164183225,8.615268445714822,10.0,8.983080577249202,3,0,2,3.7869389944048937,0
1.0093594823459064,0.7585214667292004,3.699022634340011,2.2594401448539188,2.0262174898949636,5,2,0,0.960736134678132,0
0.0,1.9956379800664923,0.2608187553322838,0.0,0.0,3,2,1,0.9152501660368639,0
9.309261971913081,9.232738449634272,6.507760702329195,9.185248389920748,8.944872556146905,3,1,1,4.0,1
2.3673590607148123,5.820230285748479,6.880713018471944,6.453878865578655,2.6165682888852158,3,3,4,2.201464828029666,0
7.0338322827007875,10.0,10.0,8.65519364145275,7.895403573252738,3,1,0,4.0,1
7.850544185581988,6.554450400221754,9.82795773039626,9.047466715498365,4.8295539128135285,4,3,3,4.0,0
0.0,0.0,1.133317785460231,0.0,1.1887150704799438,3,0,2,0.08260570926551289,0
2.987063531035907,5.92392942670083,5.069570405877352,7.739954794161752,6.089441536554997,5,3,1,2.390227515939846,0
5.702911025923196,4.873000315169224,5.9500700371758395,6.146286490978671,9.279576065556085,0,1,0,3.0249035905004518,1
10.0,10.0,10.0,7.311852743102798,7.727770376953263,1,0,3,4.0,1
9.196907129298648,7.068317266142692,7.0002259645535165,7.982610242837932,6.136764149373296,5,1,1,3.803460679028268,0
8.279200943883525,10.0,6.604563561638223,6.882705468195985,8.89961002554428,0,1,2,2.347269285994063,1
6.894220561740587,2.992791749709126,3.272450120293774,1.729871976838952,2.3368873971074517,4,1,3,1.5514854163778584,0
3.15094972488699,4.600307622878291,3.404478647996978,2.4135460882211586,2.9878653922740512,2,1,5,1.0010985078632622,0
8.833616498488976,3.0950419509593523,5.100120894819046,7.2815849906920445,6.658367214466663,3,2,1,2.1876913702661795,0
8.643298116553526,9.684699115441486,8.940213818074684,6.540549553821709,5.665512292446231,4,2,1,2.881709876693271,0
8.954683621668291,9.89654722107164,9.64862182777545,10.0,8.356758415813472,0,1,2,3.7839025927709535,1
5.831397497475962,1.6304260776065727,1.8434748969530745,6.046858381159561,4.657827388862849,5,3,3,2.1425096517660105,0
10.0,7.436362537565136,7.7243826059422105,10.0,10.0,1,0,0,4.0,1
9.516809487165302,9.097416460924173,9.157509902106359,6.880550933959777,8.634700696722472,0,0,2,3.932010542367498,1
5.308962282827732,8.996031195554599,6.218132365528484,10.0,5.6359706969827705,0,1,0,3.336722759478663,1
1.9354609429737535,3.159418584335829,0.8301757802350109,1.498609209912325,2.3822229825407097,5,3,0,1.4823549553843216,0
5.214646578352649,8.376541516280064,4.837155417062064,5.830281338809339,8.77657555106875,0,0,0,2.4300447342777476,1
7.527964080504081,10.0,6.941230450664991,8.062578155044365,8.609952627920393,1,1,2,3.2264533846245835,1
6.8171485143337245,9.484893333119409,9.108629377651678,7.6427799596892685,9.802355522531474,2,0,3,2.9371763063980385,1
2.613402732117952,2.3965457617579835,0.0,0.0,2.164411131807821,4,0,1,0.3423196056056418,0
7.590295586617378,7.260336486536659,9.706896929271686,10.0,10.0,2,1,3,3.4673612479246523,1
7.062926992726397,9.41619883474806,7.341458371598228,9.01983840883117,9.135969921086524,2,0,3,3.87768821862338,1
8.724616178444615,10.0,10.0,10.0,7.025198856597963,3,0,2,3.638047715145585,1
6.484762856522157,10.0,7.308849427555395,7.07026582946939,5.521227719442573,1,1,3,3.147975746761642,1
9.840841919604536,10.0,8.845374361499978,9.41481338617955,6.033228819222282,0,0,0,3.4981041641896766,1
7.645032779724513,6.634789960306392,3.8609930629023017,4.072813514606324,8.668722752015986,2,1,1,2.350931029493422,0
9.830507830769005,8.707395024868518,6.553783020876606,6.534172719160392,8.764670417369977,2,0,3,2.7496145057282653,0
0.0,0.0,3.866163107598959,0.0,2.684566000136582,2,0,1,0.0,0
9.187398320976929,5.5312123265901265,6.66572057082838,5.4448150808264835,8.574000503754752,1,0,3,3.4311810304039714,1
10.0,10.0,6.678990770690815,6.559110356690411,7.518847616127872,3,1,0,3.692336595180349,1
8.242330342285179,7.653489285739551,9.887460638907344,6.96526115122831,8.908656877337245,2,0,3,3.3908051049026966,1
8.264165390482358,6.884897422042281,9.699883476614376,9.151404778135255,5.697737751334954,3,1,0,3.632849067462676,1
6.121435915192128,5.5920095504864005,9.069613920436957,9.05660387845613,9.973738926043932,1,0,0,3.6105059090200964,1
7.827033355502805,8.524802031808214,10.0,7.341300425367601,6.903983159269738,3,0,3,3.954536510724815,1
0.0,1.9604734471701732,0.0,0.0,2.0902988278756753,3,1,3,1.4050275929826235,0
6.920444063768462,7.257489518448196,10.0,10.0,8.781532952919454,2,0,2,3.6417581313015734,1
0.8736248108060805,0.0,0.8190293704286589,0.5460614013952325,0.10695024884283999,4,1,4,0.46997192502631063,0
8.126817887227974,10.0,6.736791860202608,9.346458403102922,6.036493353440328,1,0,3,3.7663408391250695,1
4.988024609098073,2.9025277194867836,2.2723912922677503,4.710402014051789,1.6120560391181016,3,3,0,1.6871943957313444,0
5.059496990570534,4.958874494039806,10.0,5.868520301252891,7.912195384687607,3,1,2,2.3279914155188783,1
8.279479671381104,6.77712932681893,5.8317331430044,9.126480651724048,8.025226647438668,2,1,1,2.609253480799205,1
1.223362370334363,0.9142147663570079,6.107735512189803,1.8349901108069993,6.238430023679877,3,0,0,1.7344000583788644,0
0.0,0.0,2.8309378119163555,1.5158255418334354,2.41604277507338,5,3,5,0.45348168430863056,0
10.0,7.7908962400755595,8.270219604119534,8.85724781218741,7.8705226548535,0,1,1,3.7725138341757214,1
